Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
Zinho Vanheusden,18091405.0,12.0,13.0,14.0,14.0,16.0,11.0,9.0,14.0,13.0,17.0,16.0,12.0,11.0,9.0,10.0,15.0,12.0,13.0,13.0,8.0,15.0,12.0,14.0,9.0,14.0,14.0,13.0,15.0,17.0,14.0,13.0,9.0,15.0,13.0,5.0,9.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,29.0
Angeliño,28095342.0,13.0,15.0,12.0,15.0,8.0,13.0,13.0,14.0,15.0,12.0,14.0,12.0,12.0,10.0,14.0,15.0,15.0,15.0,15.0,10.0,14.0,14.0,7.0,12.0,11.0,14.0,9.0,13.0,11.0,14.0,15.0,17.0,10.0,14.0,9.0,9.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,31.0
Francisco Mora,2000437769.0,11.5,17.0,11.5,19.0,25.5,12.0,2.5,13.5,19.0,15.0,10.0,7.0,3.0,2.5,5.5,14.5,8.5,19.0,23.5,4.0,2.5,2.0,2.5,10.0,17.5,23.5,18.0,19.5,4.5,16.0,14.5,1.0,13.0,17.5,2.5,5.5,15.0,13.0,19.5,2.0,13.0,14.0,8.0,14.0,16.0,12.0,13.0,22.0
Éder Militão,19273276.0,15.0,16.0,15.0,14.0,15.0,13.0,11.0,14.0,15.0,14.0,15.0,13.0,9.0,7.0,12.0,13.0,13.0,17.0,14.0,11.0,12.0,14.0,13.0,15.0,15.0,16.0,14.0,14.0,16.0,12.0,13.0,10.0,13.0,19.0,11.0,12.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,30.0
Abderrahmane Sefrioui,2000433189.0,14.0,18.0,16.0,13.0,12.0,16.0,9.0,12.0,16.0,13.0,13.0,10.0,6.0,7.0,13.0,10.0,15.0,12.0,14.0,6.0,5.0,14.0,9.0,15.0,18.0,19.0,15.0,13.0,14.0,12.0,16.0,7.0,16.0,14.0,6.0,8.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,22.0
Vinícius Júnior,19302146.0,17.0,24.0,16.0,14.0,7.0,13.0,18.0,13.0,14.0,12.0,19.0,13.5,11.5,13.0,15.0,13.0,16.0,21.0,13.0,11.0,16.0,4.0,9.0,15.0,14.0,13.0,12.0,19.0,7.0,12.0,13.0,13.0,17.5,16.0,5.5,13.0,2.0,2.5,2.5,4.0,2.5,2.5,4.0,2.0,3.0,2.0,2.0,28.0
Odsonne Edouard,48036880.0,12.0,12.0,13.0,15.0,14.0,14.0,14.0,16.0,14.0,6.0,12.0,13.0,7.0,17.0,14.0,12.0,15.0,11.0,13.0,12.0,11.0,8.0,13.0,9.0,12.0,14.0,15.0,13.0,7.0,12.0,10.0,12.0,7.0,15.0,7.0,14.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,30.0
Edmond Tapsoba,13196616.0,14.0,22.5,14.0,12.0,17.0,13.0,18.0,23.5,22.0,14.0,19.0,7.0,10.0,8.5,13.5,15.0,19.0,13.0,16.0,10.0,16.0,14.0,15.0,14.0,17.5,19.0,13.0,14.0,13.0,20.5,19.0,12.0,15.0,19.5,11.5,22.5,2.5,2.5,2.0,4.0,2.0,3.0,4.0,2.5,1.0,2.5,2.5,29.0
Kylian Mbappé,85139014.0,19.0,20.0,19.0,12.0,7.0,17.0,19.0,19.0,14.0,6.0,15.0,13.0,12.0,17.0,20.0,13.0,17.0,19.0,16.0,12.0,19.0,2.0,9.0,6.0,13.0,15.0,12.0,14.0,5.0,15.0,12.0,15.0,13.0,16.0,2.0,16.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,29.0
Ciprian Trandafir,2000189363.0,16.0,22.5,15.0,17.0,12.0,13.0,12.0,23.5,25.0,19.5,17.5,7.5,10.0,5.0,12.0,14.0,14.0,13.5,22.0,11.0,14.5,16.0,7.0,23.5,10.5,19.5,12.0,22.0,11.5,17.5,17.5,14.5,17.5,20.5,11.5,7.5,1.0,4.0,2.5,2.5,2.0,4.5,4.0,4.0,2.5,1.0,4.0,23.0
Matías Zeiden,2000272732.0,15.0,15.0,13.0,15.0,9.0,19.0,13.0,23.5,15.0,12.0,16.0,16.0,11.5,8.0,21.0,19.0,18.0,24.0,25.0,15.0,8.0,10.0,10.0,10.0,16.0,16.0,14.0,14.0,19.0,16.0,12.0,11.0,13.0,13.0,11.5,9.0,2.5,2.0,2.0,2.0,2.0,2.5,2.5,2.5,1.0,4.0,4.0,23.0
Andrew Sinclair,2000432933.0,21.0,21.5,19.5,17.0,13.5,14.0,15.5,20.0,16.0,18.0,15.0,13.5,10.5,12.0,20.0,14.0,24.5,20.0,20.0,11.0,14.0,12.0,12.0,25.5,10.5,21.0,13.0,27.0,15.0,14.0,13.0,15.0,16.5,22.5,11.0,23.0,4.5,2.0,3.0,1.0,3.0,2.5,2.0,1.0,3.0,2.5,5.0,22.0
Isaac Guerra,2000439269.0,18.5,21.0,18.5,18.5,12.0,13.0,13.5,19.5,23.0,14.0,19.5,15.0,9.0,12.0,12.0,14.0,24.5,21.0,21.5,18.5,15.0,15.0,9.0,9.5,15.0,19.5,14.0,18.0,14.0,17.0,20.0,12.5,9.5,18.5,16.5,10.5,2.0,3.5,1.0,4.5,3.0,2.5,5.0,6.0,4.5,2.0,2.0,22.0
Boris Peters,2000506902.0,17.0,17.0,17.0,12.0,13.0,16.0,17.0,15.0,17.0,6.0,10.0,8.0,7.0,16.0,16.0,13.0,17.0,13.0,14.0,10.0,16.0,3.0,9.0,9.0,9.0,14.0,12.0,14.0,6.0,8.0,9.0,8.0,11.0,11.0,3.0,8.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,21.0
Roberto Bonilla,2000569765.0,12.0,26.0,16.0,24.5,20.0,14.0,27.0,16.0,23.0,7.5,17.5,15.0,14.5,13.5,21.5,20.0,21.5,21.5,20.0,20.0,25.0,11.0,11.0,18.5,12.0,24.0,13.0,19.0,11.5,15.5,26.0,12.5,3.0,18.5,11.5,12.5,3.5,3.5,2.0,5.5,1.0,6.5,5.0,5.5,3.5,3.0,2.5,20.0
