Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
David Martínez,14136117.0,19.5,20.0,19.5,15.5,12.0,18.5,15.5,21.5,17.0,15.0,19.5,15.0,9.0,7.5,11.0,22.5,17.0,21.5,18.5,6.5,10.5,13.0,12.0,21.0,15.0,18.0,18.5,12.0,14.0,21.0,18.0,12.0,18.0,21.0,14.0,9.5,3.0,2.0,5.0,2.0,3.0,2.5,2.0,2.5,3.0,4.5,3.0,30.0
Ander Imaz,2000439533.0,16.0,29.0,16.0,21.0,5.0,14.0,24.0,11.0,19.5,6.5,11.0,12.5,12.5,11.0,19.5,18.0,16.5,13.5,16.5,10.5,21.5,2.5,7.0,9.0,6.5,15.5,10.0,21.5,8.0,12.0,13.5,16.5,1.0,18.0,5.0,9.0,2.5,3.0,2.5,5.0,2.5,4.5,2.5,3.0,3.0,2.0,3.0,22.0
Rafa Mir,67221051.0,14.0,22.5,14.0,18.0,14.0,11.0,15.0,17.0,21.0,14.0,18.5,8.0,8.0,18.5,21.0,13.5,19.5,19.5,18.0,16.5,20.0,6.0,16.0,12.0,14.0,20.0,14.0,14.0,9.5,13.5,12.0,12.0,13.5,19.5,6.5,25.5,2.5,3.0,2.5,6.5,1.0,4.5,4.5,3.5,3.0,2.0,3.0,31.0
Samir Kacem,2000433838.0,14.0,17.5,14.0,15.0,13.0,12.0,7.0,13.0,20.5,12.0,19.0,4.5,11.5,6.0,8.5,12.0,14.0,16.0,14.0,7.0,7.0,15.0,11.0,13.0,25.5,24.0,13.0,14.0,13.0,13.5,18.0,10.0,11.5,23.5,17.5,11.5,2.5,2.5,4.0,5.5,2.0,2.0,2.0,4.0,2.0,4.5,2.5,22.0
Vyacheslav Karavaev,58076747.0,19.5,14.0,18.0,18.5,10.0,18.5,14.0,20.0,17.0,14.0,16.5,10.5,10.5,13.5,15.5,21.0,17.0,18.5,17.0,9.5,16.5,15.0,10.0,21.0,19.5,18.0,15.5,23.0,13.0,15.0,19.5,21.0,18.0,22.5,18.5,12.5,4.5,2.5,3.5,1.0,3.0,3.0,2.5,1.0,2.0,4.5,3.5,33.0
Joseph Ngwem,2000202611.0,19.5,21.5,21.0,17.0,15.0,18.5,23.0,20.0,18.5,7.5,7.5,7.5,4.5,18.0,17.0,18.0,12.5,20.0,15.5,18.5,12.0,6.0,12.0,22.5,12.0,25.5,17.0,21.5,2.5,16.5,22.5,15.0,21.0,27.0,11.0,11.0,3.0,3.0,6.5,3.0,7.5,3.5,2.0,2.0,3.0,2.5,3.5,23.0
Birger Meling,29126536.0,17.0,16.5,14.0,22.5,5.0,16.5,12.0,18.0,16.5,14.0,17.0,10.5,17.0,9.0,15.0,20.0,16.5,18.0,16.5,9.0,9.5,11.0,9.0,21.5,19.5,16.5,10.5,17.0,11.0,11.0,21.5,18.5,18.5,23.0,18.0,7.5,3.0,2.0,3.0,3.0,6.5,2.5,3.0,2.5,3.0,2.5,2.5,33.0
Adil Aouchiche,49048441.0,19.5,24.0,21.5,12.0,18.5,14.0,21.0,25.5,13.5,8.0,14.0,18.5,17.0,14.0,21.0,14.0,21.0,18.0,15.0,16.5,15.0,7.0,12.5,13.5,15.5,20.0,11.0,19.5,8.0,14.0,18.5,16.5,15.0,19.5,10.5,19.5,3.0,1.0,3.0,2.5,2.0,3.0,2.0,5.0,2.5,6.5,6.0,26.0
Alexander Sørloth,53063430.0,12.0,21.0,13.0,18.0,15.0,12.0,19.5,20.0,18.0,6.5,20.0,12.5,11.0,21.5,19.5,12.0,19.5,19.5,19.5,16.5,17.0,4.5,14.0,16.5,20.0,21.5,13.0,17.0,8.0,18.0,19.5,9.0,10.5,18.0,5.0,21.0,2.5,3.0,3.0,3.5,1.0,6.0,3.0,5.0,2.5,3.0,2.5,32.0
Luca Sangalli,67190076.0,15.0,14.0,10.5,27.0,6.0,12.0,12.5,17.0,18.0,17.0,15.0,12.5,15.0,17.0,17.0,12.0,21.0,14.0,16.5,19.5,13.0,11.0,4.5,19.5,26.0,21.5,10.0,18.5,16.5,12.0,22.5,15.0,19.5,22.5,2.5,14.0,2.5,6.0,3.0,2.0,3.0,3.0,6.0,2.0,3.5,2.0,3.5,33.0
Borja Sainz,67277845.0,15.0,16.5,13.0,15.0,8.0,14.0,16.5,19.5,18.0,16.5,11.0,12.0,14.0,18.0,18.0,18.5,21.0,15.0,16.5,15.0,21.5,14.0,11.0,18.5,13.5,21.0,7.0,25.5,12.5,17.0,15.5,21.5,21.5,12.5,13.5,7.5,2.5,2.5,2.5,2.0,3.0,1.0,4.5,3.0,7.5,3.0,2.5,27.0
Suleimane Rodrigues,2000190096.0,20.0,15.0,12.5,21.5,18.0,12.0,13.5,16.5,21.5,15.0,13.5,18.0,16.5,15.0,15.0,17.0,18.5,18.0,17.0,17.0,10.0,9.0,11.0,12.5,15.0,19.5,13.0,12.0,16.5,13.0,11.0,14.0,17.0,18.5,3.0,12.0,2.0,6.5,2.0,4.5,3.0,2.0,3.5,3.0,4.5,2.5,1.0,23.0
Stefan Ranđelović,62247042.0,18.0,15.5,15.0,21.5,19.5,12.5,3.5,20.0,14.0,18.0,15.0,10.5,2.5,2.5,3.0,16.5,12.5,18.5,15.5,2.0,2.5,3.0,3.0,12.0,18.0,13.5,18.5,27.0,2.5,24.0,25.5,6.0,7.5,19.5,3.5,3.5,14.0,14.0,18.5,9.0,12.0,12.0,13.0,16.5,16.5,19.5,13.0,29.0
Rubén Garrido,2000515088.0,19.5,18.5,13.5,17.0,16.5,13.0,14.0,20.0,23.0,10.5,16.5,9.0,7.5,10.5,20.0,15.0,17.0,18.5,20.0,11.0,9.0,11.0,12.0,10.5,10.5,22.5,12.0,24.5,4.5,15.0,22.5,15.0,24.0,24.0,14.0,14.0,3.0,2.0,3.5,1.0,4.5,3.0,3.0,2.5,3.0,4.5,5.0,21.0
