Player,UID,AF,CF,DLF,F9,P,PF,TM
Sérgio Manoel Pérez,2000439260,9.4,7.4,8.8,9.2,9.4,8.8,7.4
Raffaele Russo,2000324450,8.3,7.3,9.4,7.9,8.3,9.4,8.0
Stefan Schuster,2000232081,7.7,7.4,7.7,6.6,7.7,9.5,8.1
Gonzalo Garmendia,2000663364,9.6,8.3,8.8,9.2,9.6,9.5,8.2
Jonathan Agirre,2000663354,9.8,7.1,7.6,8.0,9.8,10.3,6.6
Ronald Woudenberg,2000633117,7.6,6.7,8.5,7.5,7.6,7.7,6.6
Kay Spruit,2000633107,9.2,8.2,8.9,8.0,9.2,8.5,9.5
Luther Besnard,2000630237,9.4,9.4,10.3,9.1,9.4,10.1,10.9
Claude Tardy,2000623970,10.3,9.7,9.7,9.1,10.3,11.2,11.5
Txomin Zubillaga,2000570642,8.0,6.8,8.2,8.0,8.0,8.7,7.8
Massimo Pigliacampo,2000569076,7.8,7.6,8.2,7.2,7.8,8.6,8.3
Emanuel Busnja,2000567525,7.5,5.9,8.6,7.8,7.5,6.1,6.7
Roberto Proietti,2000514073,11.9,8.1,9.0,9.8,11.9,10.2,9.1
Mikel Castelo,2000511071,7.2,6.4,7.7,6.9,7.2,8.5,7.7
Miguel Molina,2000510080,7.8,6.2,7.8,6.5,7.8,9.0,7.9
Ricardo Ruiz,2000737991,7.3,4.1,5.4,4.9,7.3,6.7,5.3
Pablo López,2000612702,11.3,9.2,9.8,9.7,11.3,11.0,9.3
Mikel Oyarzun,2000439254,7.4,8.7,9.1,8.0,7.4,9.7,8.7
Urko González de Zárate,2000058330,10.8,10.8,11.0,10.7,10.8,11.5,11.0
Willy Nys,2000569004,5.5,4.9,6.3,5.8,5.5,5.5,5.7
Gaizka Garai,2000511074,6.4,7.0,7.4,7.0,6.4,8.3,8.7
