Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Piero Cruz,2000647520,13.4,12.4,12.4,12.9,13.0,12.4,12.3,12.6
Gonzalo Cuadros,2000647507,12.3,11.4,8.9,12.4,12.7,12.7,13.4,10.9
Gorka Santamaría,2000629739,9.8,10.0,8.2,10.8,10.3,11.2,11.3,9.9
Dan Christian Mortensen,2000627311,11.7,10.3,10.7,11.6,12.0,10.7,10.9,11.1
Tristan Horrocks,2000625541,12.2,11.1,13.6,12.6,12.7,11.3,11.8,13.6
Piotr Jabłoński,2000623979,12.4,11.5,12.6,13.8,13.6,11.9,12.2,14.0
Luka Jovanović,2000604683,10.8,10.9,8.8,10.2,10.4,12.4,12.4,9.5
Pablo,2000572050,12.1,12.3,10.3,12.9,12.5,13.3,14.2,11.8
Vicente,2000571659,10.4,10.2,8.8,10.8,10.7,11.8,12.2,9.3
Matthias Hasa,2000568032,12.3,11.6,10.0,12.7,13.0,12.9,13.9,11.7
Pavel Sedlacek,2000567549,9.3,8.9,7.7,9.9,9.6,10.3,10.3,8.2
Ensar Jeremić,2000566730,13.7,13.5,11.5,13.6,13.9,14.0,14.6,12.7
Rayco,2000515256,10.5,10.2,8.3,11.7,11.0,11.6,11.4,9.1
Manuel Bosch,2000514796,12.0,11.7,10.1,12.5,12.1,12.3,12.8,11.4
Giovanni Ruggeri,2000512807,12.4,11.8,11.6,12.6,12.6,11.8,11.9,12.8
Tomás,2000510081,10.7,10.9,10.4,12.3,11.5,11.6,12.0,10.9
Alessandro Maiorano,2000507386,12.0,11.3,11.0,11.2,11.9,11.5,11.4,11.9
Sullivan Mayele,2000506525,13.3,12.0,12.8,13.1,13.8,12.0,12.7,13.4
Adriano Ferazzoli,2000506119,10.9,10.9,8.7,12.2,12.1,11.9,12.4,10.7
Arstanbek Akhmatov,2000505349,11.4,11.9,10.5,12.0,11.5,12.9,13.1,10.9
Amarildo Gojani,2000505067,12.3,12.9,8.7,12.9,12.6,14.4,15.3,10.7
Jannis Emde,2000504247,11.5,10.4,9.8,11.1,11.5,11.9,12.9,9.9
Harald Klingmann,2000504134,11.9,10.2,12.7,11.4,11.5,10.3,10.6,11.9
Yoo Sung-Yeul,2000495380,13.0,12.2,10.3,12.9,13.1,13.1,13.4,11.6
Aritz García,2000439255,10.7,9.0,13.4,10.6,10.8,9.0,9.5,12.0
Jason Faltermeier,2000435779,12.9,11.7,12.1,13.2,13.7,12.4,13.7,12.4
John Damiano,2000435431,14.0,12.6,14.5,13.7,14.0,12.0,12.0,14.7
Michael Lavery,2000412177,13.8,13.2,10.5,13.6,13.9,13.3,14.0,12.6
Carl Mooney,2000410920,11.2,10.6,9.6,12.6,11.9,11.3,12.0,11.0
Ali Kemal Altay,2000234151,10.2,10.3,8.8,10.9,10.5,11.2,11.1,9.0
Nacer Brahimi,2000199524,10.8,9.8,12.2,10.2,10.3,9.6,9.7,10.8
Kai Ocaña,2000194470,12.3,12.1,12.1,12.6,12.6,13.0,13.4,11.5
Moussa Aboua,2000188777,11.8,10.5,9.7,11.8,12.0,12.3,12.3,10.1
Sebastián Spiga,2000186493,12.3,11.8,12.3,13.0,13.0,11.7,12.1,13.4
Denis Zakaria,98034601,12.8,12.6,14.5,13.4,13.3,12.5,13.1,13.7
Robin Le Normand,48037162,13.3,11.8,14.6,13.2,13.3,11.4,11.6,14.1
Brandon Williams,28115834,12.0,12.0,13.8,13.1,12.3,12.1,12.4,13.0
Álejandro Gándara,2000737996,9.1,8.9,8.1,10.7,10.1,10.5,11.3,9.2
Asier Tena,2000737989,9.7,9.4,11.3,9.9,9.9,9.6,9.2,11.2
Mikel López,2000710526,12.3,12.3,10.3,12.2,12.5,12.0,12.0,11.3
Vladimir Weber,2000709956,11.5,10.6,11.0,11.9,11.9,10.8,11.5,11.4
Lukas Majernik,2000709581,11.1,11.9,8.9,11.4,11.4,12.8,13.7,10.5
Álvaro Sánchez,2000685713,11.8,11.1,9.4,12.0,12.3,12.1,12.8,10.9
Javier Tornos,2000663368,12.5,10.4,11.7,11.8,12.2,10.0,10.2,12.1
Rubinho,2000648243,13.0,12.1,11.3,11.9,12.3,12.5,13.4,12.0
José Ángel Mansilla,2000631647,10.9,10.5,12.1,10.8,11.1,10.8,10.8,11.9
Arsen Hoxha,2000630161,10.2,9.4,9.9,11.4,11.1,10.0,10.6,11.1
Jorge Moreno,2000629420,12.5,11.6,13.2,13.6,13.4,11.5,11.9,14.2
Francesco Zamuner,2000626880,12.6,12.2,11.8,12.3,12.5,12.2,12.6,11.9
Lubomir Toth,2000626733,11.0,11.4,9.8,11.6,11.5,12.0,13.0,10.7
Lorenz Reith,2000626640,10.8,11.1,9.2,11.7,11.5,12.3,13.1,10.4
Samuel Amadi,2000573803,12.5,11.6,13.0,12.8,13.3,11.2,11.3,13.5
Frédéric Pelletier,2000573450,10.2,10.5,7.4,10.3,10.0,12.0,12.2,8.9
Roberto van Brakel,2000572868,11.0,11.3,9.5,12.1,11.9,12.6,12.8,10.5
Ivan De Clercq,2000571814,10.5,10.4,9.3,11.9,11.6,12.0,13.3,10.7
Ferdinando Dentale,2000569307,11.9,11.3,10.8,11.3,12.2,11.8,12.6,11.5
Thomas Amanzi,2000566979,13.0,11.9,12.1,13.0,13.5,11.7,12.3,12.4
Manolo Santos,2000515234,11.3,10.7,11.0,12.2,11.7,11.6,12.4,11.4
Mateo Gómez,2000512705,9.5,9.0,11.7,10.0,10.1,9.1,9.4,10.8
Felipe,2000510074,11.1,11.1,11.7,12.3,11.7,11.6,12.4,11.5
Pepe Martí,2000509918,11.6,10.1,11.0,10.7,11.2,10.4,10.6,11.0
Gianluca Bellucci,2000508898,12.1,12.1,10.7,12.7,12.4,12.7,13.0,11.4
Sebastian Stefansen,2000506681,8.7,8.2,7.0,9.6,9.2,10.1,10.6,7.6
Lukas Mohr,2000432897,13.1,11.9,12.5,12.5,12.6,11.6,12.2,13.2
Uğur Özbay,2000432893,11.6,10.4,12.4,11.9,12.3,10.2,10.4,12.7
Aleksandros Tambakis,2000431632,11.7,11.3,9.8,11.7,11.8,12.0,12.6,10.2
Fernando Juan,2000198639,9.7,8.7,11.7,9.9,10.3,8.4,8.4,11.3
Kim Christian Høyenhall,2000182998,12.1,10.6,10.1,10.8,11.5,10.0,10.3,11.1
Iñigo Sarriegi,2000737992,10.6,8.3,12.4,10.8,10.7,8.1,8.5,11.0
Ángel Prieto,2000737990,9.7,9.4,10.3,11.0,11.0,9.2,9.1,11.4
Aritz Díez,2000710520,9.5,10.2,8.7,10.0,9.9,11.2,11.9,9.1
Baba Dieng,2000664358,12.4,12.4,9.3,12.9,12.6,13.4,14.0,10.9
Isaac Yamoah,2000663816,10.5,10.3,9.6,10.8,10.8,11.5,11.2,10.2
Koldo Valencia,2000663358,10.7,10.5,10.6,11.5,11.4,11.3,11.3,10.9
Suren Khachatryan,2000660762,10.9,10.1,10.9,10.3,10.4,9.8,9.4,10.2
Vítor,2000647664,12.9,12.6,11.3,13.7,13.8,14.1,15.2,11.8
Imanol Rodríguez,2000629744,13.5,12.5,14.5,13.7,13.7,12.0,12.8,13.7
Pedro Soriano,2000629226,11.1,11.1,12.5,11.3,11.5,11.1,11.0,11.9
Cristian Curci,2000628247,11.0,9.6,10.1,11.0,11.2,9.5,9.3,10.8
Arnaldo Paiva,2000627807,10.2,10.4,9.2,10.5,10.4,11.2,11.6,9.1
Lukas Bachmayr,2000624324,8.9,8.5,8.2,10.4,10.1,10.4,11.0,8.8
Souza,2000607666,13.4,13.2,14.8,13.6,14.1,12.8,13.6,14.7
Nassim Ramdane,2000572058,10.0,10.0,8.2,10.3,9.8,11.3,11.6,8.6
Jonay,2000570836,11.9,11.2,12.7,11.9,11.6,10.7,10.6,12.4
Gorka Iglesias,2000570645,10.2,10.0,11.4,11.1,11.2,9.9,10.0,12.0
Sergio Ramírez,2000570641,10.8,10.2,12.0,10.6,10.6,9.9,10.5,11.3
David Krecek,2000569970,10.7,9.2,14.6,11.4,12.1,9.1,10.2,12.7
Jordan Charrier,2000567534,11.0,10.6,12.8,11.7,11.9,10.4,11.1,12.6
Erik Kurdov,2000566868,9.1,8.0,12.6,9.7,10.0,7.7,7.8,11.3
Hervé Alves,2000566859,10.0,10.0,8.6,11.1,10.5,11.2,11.7,9.7
Cédric Picard,2000566055,9.5,8.5,12.2,10.0,9.9,8.3,8.1,11.0
Anouar Gharbi,2000565029,11.1,10.2,13.8,11.5,11.8,10.1,10.6,12.3
Juanmi Hidalgo,2000512561,12.7,11.3,13.4,12.0,12.9,10.2,11.0,12.9
Pedro Ferreirinha,2000512096,11.6,11.2,12.9,11.4,11.5,10.9,11.4,11.6
José Vicente,2000510244,10.8,10.2,12.1,10.9,10.9,10.1,10.3,11.5
Luís Jorge,2000507872,11.4,10.1,13.4,11.3,11.7,9.6,10.2,13.0
Agustín Agirre,2000439259,11.9,11.9,12.8,12.8,12.7,11.4,12.1,13.2
Diego Sarriegi,2000439257,10.0,10.0,8.0,9.5,9.7,10.8,11.4,8.6
Fernando Urrutia,2000737988,11.1,10.1,11.4,10.8,10.9,10.0,10.4,11.2
Yanis Mohamed,2000710637,11.0,10.8,13.4,12.2,12.2,10.6,10.9,12.6
Julien Michot,2000710517,9.7,7.6,9.8,8.7,8.9,7.4,8.2,9.4
Urtzi Arrizabalaga,2000663357,11.0,9.7,12.2,10.7,11.0,9.3,9.5,11.7
Jagoba Jiménez,2000663356,8.3,8.4,9.3,9.0,8.9,8.5,8.7,9.5
Elia Cortese,2000660015,9.3,8.5,8.3,10.3,10.3,9.4,10.5,9.4
William Christoffersen,2000659946,9.2,8.2,9.0,8.8,9.3,8.8,8.9,9.2
Evangelos Alexopoulos,2000658599,8.5,9.3,8.3,9.8,9.3,10.6,10.5,8.6
Asgeir Granås,2000657174,9.6,9.2,11.1,9.7,9.9,9.2,9.4,10.3
Kian Van Den Bergh,2000632259,10.8,10.2,10.0,11.1,10.9,11.3,12.7,10.3
Aitor Morcillo,2000631374,11.3,10.1,12.1,11.8,12.0,10.2,10.5,12.3
Bjørn Grøn,2000629811,9.5,8.9,11.6,10.8,10.9,9.5,9.7,11.2
Juan Manuel,2000629223,9.3,7.8,9.5,8.2,9.4,8.0,8.4,9.1
Robert Jevšenak,2000628329,11.4,11.5,11.8,13.1,12.8,12.0,12.8,12.5
Agustín Kranevitter,2000612966,10.8,9.5,10.0,9.9,10.7,9.1,9.8,10.3
Antonio Navarro,2000571902,11.4,10.2,12.2,11.5,11.6,10.1,10.7,11.7
Iker Llamas,2000570644,6.0,6.1,6.9,8.1,7.3,7.8,9.1,6.6
Anže Türk,2000567255,10.3,10.4,8.6,10.4,10.2,11.7,12.1,9.3
Julio Guerra,2000511850,11.4,10.2,13.0,11.6,11.7,9.5,10.7,12.2
Manuel Merino,2000511073,8.6,9.6,7.5,9.5,9.1,10.6,10.9,8.3
Ruymán,2000442664,10.5,10.5,10.3,11.8,11.6,11.3,11.3,11.0
Iñaki Vélez,2000439250,8.9,8.4,12.1,10.1,10.1,8.2,8.8,11.2
Ramazan Cengiz,2000435409,9.3,9.8,7.7,9.7,9.4,10.9,11.3,8.3
Carlos Lourenço,2000190859,9.7,9.4,11.1,9.9,9.8,8.8,10.0,10.7
Javier Goikoetxea,2000710529,8.6,8.2,10.5,9.5,9.6,8.3,9.0,9.9
David Franco,2000710527,9.2,8.7,12.2,9.6,9.5,8.2,7.9,10.2
Igor Martínez,2000663363,9.7,8.3,12.1,10.7,10.9,7.9,7.7,11.7
Iñaki Franco,2000663359,9.8,9.8,9.0,9.9,9.9,10.2,11.0,9.3
Lukas Chrenko,2000662685,11.1,11.1,13.2,11.5,11.7,10.7,11.3,12.7
Vegard Skeie,2000656688,9.6,9.8,10.7,10.6,10.6,9.8,10.4,10.9
Héctor Otiniano,2000647504,12.0,10.8,11.5,12.4,12.6,10.7,11.2,12.3
Chechu,2000629747,10.9,9.1,11.8,10.2,10.6,9.0,9.6,11.3
Ander Etxaniz,2000629745,9.4,8.2,11.4,9.3,9.5,7.6,7.8,10.9
Ferrán Nus,2000569547,8.7,7.2,7.6,8.4,8.5,7.8,8.5,8.3
Armando D'Amato,2000567834,10.7,9.9,12.4,11.0,11.3,9.4,9.9,11.7
Matt Bonfield,2000567798,10.3,10.3,11.8,10.9,11.3,10.2,10.3,11.5
Maurice Korb,2000566062,12.3,11.0,11.6,11.9,12.7,11.0,11.8,11.8
Cláudio Mendes,2000565719,10.5,8.8,10.8,10.0,10.6,8.1,8.5,10.8
Stefán Þór Jónsson,2000531873,10.2,9.4,13.2,10.9,10.8,9.2,9.6,12.1
Álvaro Goñi,2000511076,11.0,10.7,13.5,12.4,12.2,10.5,11.7,13.1
Loïc Pinau,2000504244,9.5,10.0,7.9,9.3,9.4,10.8,11.0,8.1
Sérgio Manoel Pérez,2000439260,8.3,8.1,7.1,8.3,8.2,9.0,9.4,7.5
Raffaele Russo,2000324450,10.1,8.1,10.0,9.1,11.0,8.5,9.2,9.2
Stefan Schuster,2000232081,9.0,7.8,11.6,9.2,9.6,7.1,7.2,10.7
Gonzalo Garmendia,2000663364,8.3,8.0,7.8,9.0,9.0,8.7,9.4,7.9
Jonathan Agirre,2000663354,7.8,7.3,7.8,8.5,8.4,8.9,8.8,7.0
Ronald Woudenberg,2000633117,9.5,8.6,8.7,8.4,9.4,8.4,8.7,8.9
Kay Spruit,2000633107,8.3,7.9,9.5,8.9,9.0,7.7,8.8,9.4
Luther Besnard,2000630237,9.6,9.0,11.8,9.9,9.9,9.2,9.9,10.6
Claude Tardy,2000623970,9.5,9.4,11.8,10.2,10.3,8.9,9.4,11.2
Txomin Zubillaga,2000570642,8.3,8.3,9.5,8.6,8.8,8.0,8.4,9.4
Massimo Pigliacampo,2000569076,8.4,7.9,9.9,8.0,8.3,7.6,7.9,9.4
Emanuel Busnja,2000567525,8.8,7.9,7.2,7.0,8.3,7.9,8.7,7.6
Roberto Proietti,2000514073,7.2,7.9,8.0,8.9,8.2,9.3,10.4,7.6
Mikel Castelo,2000511071,8.3,7.4,8.9,8.3,8.6,7.4,7.5,9.2
Miguel Molina,2000510080,9.9,7.5,9.5,9.8,10.2,7.7,7.9,9.9
Ricardo Ruiz,2000737991,5.8,5.0,7.1,5.8,6.0,5.5,6.3,6.4
Pablo López,2000612702,9.8,9.3,10.9,10.1,10.3,10.0,10.7,10.0
Mikel Oyarzun,2000439254,10.4,9.0,12.0,11.2,11.6,8.0,8.5,11.3
Urko González de Zárate,2000058330,11.3,11.6,12.1,12.1,12.5,11.0,11.5,13.0
Willy Nys,2000569004,7.7,6.6,6.6,6.9,7.1,6.5,6.7,6.9
Gaizka Garai,2000511074,8.6,7.1,10.5,9.0,9.1,6.6,7.2,9.8
