Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Robin Le Normand,48037162,14.67,13.75,13.5,12.33,8.33,11.33,15.0,14.17
Brandon Williams,28115834,12.33,13.5,15.5,12.67,11.67,12.67,10.5,14.0
Álejandro Gándara,2000737996,3.0,10.25,14.0,12.0,11.67,12.33,4.5,8.83
Asier Tena,2000737989,11.67,11.0,12.0,8.33,8.67,7.33,13.0,12.33
Mikel López,2000710526,9.0,8.75,8.0,10.33,10.67,13.67,7.5,10.33
Vladimir Weber,2000709956,10.33,12.5,12.5,10.0,10.67,9.67,12.5,11.67
Lukas Majernik,2000709581,6.0,11.0,16.0,13.0,11.33,13.0,9.0,11.0
Álvaro Sánchez,2000685713,4.67,12.0,14.0,11.67,9.0,15.0,8.5,10.83
Javier Tornos,2000663368,11.67,10.75,10.5,11.0,7.0,10.0,9.0,13.67
Rubinho,2000648243,12.33,12.75,14.5,13.0,9.0,12.0,6.0,13.0
José Ángel Mansilla,2000631647,12.33,12.5,12.0,9.0,8.0,9.33,8.0,12.0
Arsen Hoxha,2000630161,7.0,11.25,13.0,13.0,8.67,8.33,8.5,9.83
Jorge Moreno,2000629420,13.0,13.75,12.0,14.67,9.0,10.0,10.0,11.67
Francesco Zamuner,2000626880,10.67,11.75,12.0,9.0,10.0,12.67,9.5,13.33
Lubomir Toth,2000626733,8.0,11.75,14.0,8.33,11.33,15.67,8.0,11.83
Lorenz Reith,2000626640,8.67,13.0,12.5,11.33,11.67,13.0,10.5,9.33
Samuel Amadi,2000573803,13.0,13.5,9.0,9.0,8.33,10.0,10.0,12.5
Frédéric Pelletier,2000573450,5.0,10.25,15.0,12.33,10.0,12.67,6.0,10.17
Roberto van Brakel,2000572868,5.0,13.25,15.5,11.67,11.0,13.0,8.5,9.5
Ivan De Clercq,2000571814,5.0,15.25,14.0,12.33,12.0,13.0,12.5,10.0
Ferdinando Dentale,2000569307,9.0,11.5,11.0,13.33,8.67,12.67,9.0,13.17
Thomas Amanzi,2000566979,10.67,12.5,11.5,9.33,8.67,12.33,11.5,13.0
Manolo Santos,2000515234,8.0,14.75,15.5,11.33,9.67,11.33,7.5,12.0
Mateo Gómez,2000512705,11.67,13.5,11.0,9.0,7.33,7.33,13.0,12.17
Felipe,2000510074,8.0,15.25,13.0,12.0,12.33,11.67,12.0,12.33
Pepe Martí,2000509918,11.0,11.0,10.0,11.33,8.33,8.67,14.0,11.33
Gianluca Bellucci,2000508898,10.0,13.0,12.5,10.67,11.0,14.33,8.5,11.67
Sebastian Stefansen,2000506681,2.33,11.75,14.5,9.67,12.0,11.33,10.5,8.67
Lukas Mohr,2000432897,14.0,14.0,14.5,10.0,8.33,11.33,13.0,13.17
Uğur Özbay,2000432893,12.0,13.75,11.5,9.33,8.0,7.67,12.0,12.17
Aleksandros Tambakis,2000431632,5.67,11.75,9.5,13.0,10.33,14.67,14.0,11.17
Fernando Juan,2000198639,12.0,11.25,12.0,7.0,6.67,5.33,12.5,12.17
Kim Christian Høyenhall,2000182998,6.67,12.5,10.5,7.33,4.67,8.33,8.5,11.0
Iñigo Sarriegi,2000737992,12.0,10.75,9.0,9.67,7.0,9.33,10.0,11.0
Ángel Prieto,2000737990,11.33,8.5,10.0,9.67,7.33,9.0,8.5,9.0
Aritz Díez,2000710520,6.0,11.75,14.0,9.67,9.33,12.67,9.0,10.0
Baba Dieng,2000664358,5.0,12.25,14.0,12.67,12.0,14.67,7.0,11.0
Isaac Yamoah,2000663816,10.33,11.0,16.5,9.0,10.0,11.67,9.5,9.5
Koldo Valencia,2000663358,7.67,11.0,14.5,11.67,10.67,12.67,6.5,12.0
Suren Khachatryan,2000660762,11.33,10.75,9.5,8.0,7.67,9.67,11.0,10.67
Vítor,2000647664,6.0,14.5,13.5,14.67,12.0,15.33,8.0,12.0
Imanol Rodríguez,2000629744,13.67,14.0,13.5,14.0,8.67,12.33,7.5,13.83
Pedro Soriano,2000629226,12.33,12.75,12.0,8.67,8.33,9.33,14.5,12.17
Cristian Curci,2000628247,9.33,8.5,8.5,12.33,7.33,10.0,6.0,9.0
Arnaldo Paiva,2000627807,6.33,11.25,14.5,10.0,10.33,12.67,11.5,9.5
Lukas Bachmayr,2000624324,2.33,12.0,15.5,11.0,11.33,11.0,5.0,9.5
Souza,2000607666,15.0,15.5,14.0,11.67,9.67,11.0,15.0,15.33
Nassim Ramdane,2000572058,5.0,11.75,14.0,11.0,10.0,13.33,9.0,8.5
Jonay,2000570836,12.33,11.25,11.5,10.33,8.0,9.67,10.5,13.17
Gorka Iglesias,2000570645,11.33,13.5,12.5,8.67,7.0,8.0,11.5,12.67
Sergio Ramírez,2000570641,12.33,12.75,14.0,8.33,7.67,8.67,13.0,11.5
David Krecek,2000569970,12.67,14.5,13.0,9.67,7.33,7.33,13.5,13.17
Jordan Charrier,2000567534,13.0,14.25,12.0,9.67,8.33,7.0,14.0,13.5
Erik Kurdov,2000566868,11.67,12.5,10.5,8.33,5.67,6.0,11.0,11.83
Hervé Alves,2000566859,5.33,12.5,15.5,10.33,10.0,12.67,7.0,8.83
Cédric Picard,2000566055,10.67,11.25,10.0,7.67,7.33,5.67,11.0,13.33
Anouar Gharbi,2000565029,12.67,14.75,12.5,9.0,8.0,9.33,12.5,13.17
Juanmi Hidalgo,2000512561,14.33,12.25,10.0,8.67,7.0,9.33,10.0,14.83
Pedro Ferreirinha,2000512096,12.0,13.25,11.5,9.33,7.67,11.0,7.5,13.67
José Vicente,2000510244,11.67,12.25,12.0,10.0,8.33,9.67,10.5,14.0
Luís Jorge,2000507872,14.0,12.25,10.0,10.0,7.33,6.67,11.5,14.0
Agustín Agirre,2000439259,13.33,13.25,12.5,11.0,8.67,11.33,10.0,13.17
Diego Sarriegi,2000439257,5.33,11.25,12.0,8.67,10.33,11.67,10.0,9.5
Fernando Urrutia,2000737988,10.33,11.5,10.0,9.0,6.33,9.0,10.5,13.5
Yanis Mohamed,2000710637,12.67,14.5,11.0,10.0,8.33,9.67,14.0,14.33
Julien Michot,2000710517,4.33,9.5,6.0,8.67,4.0,5.33,7.5,12.0
Urtzi Arrizabalaga,2000663357,11.33,9.75,10.0,8.67,8.0,8.0,9.5,15.0
Jagoba Jiménez,2000663356,7.0,10.5,16.0,7.67,5.67,8.67,9.0,11.17
Elia Cortese,2000660015,3.0,11.5,12.0,11.0,10.0,11.0,9.5,9.5
William Christoffersen,2000659946,4.67,10.5,10.5,6.67,4.0,4.67,7.0,11.5
Evangelos Alexopoulos,2000658599,3.33,10.75,15.5,10.33,8.67,11.0,7.0,8.17
Asgeir Granås,2000657174,12.0,11.5,13.5,6.33,5.67,9.33,12.0,10.33
Kian Van Den Bergh,2000632259,6.33,12.5,16.0,13.33,10.0,13.0,8.5,10.83
Aitor Morcillo,2000631374,11.0,12.0,12.0,11.33,7.67,10.33,10.0,12.33
Bjørn Grøn,2000629811,10.33,12.75,12.0,9.0,6.67,9.33,7.0,10.83
Juan Manuel,2000629223,5.0,11.0,7.5,6.67,3.67,4.0,7.5,10.33
Robert Jevšenak,2000628329,10.33,13.25,14.0,12.67,10.0,13.0,10.0,11.67
Agustín Kranevitter,2000612966,6.0,12.25,7.5,7.67,4.33,6.0,9.0,12.0
Antonio Navarro,2000571902,9.67,13.0,14.5,10.67,6.67,9.67,6.5,14.17
Iker Llamas,2000570644,2.0,10.5,12.5,8.0,8.0,10.67,6.0,7.0
Anže Türk,2000567255,8.0,12.75,16.0,11.33,9.67,11.0,9.5,9.33
Julio Guerra,2000511850,12.67,13.25,11.0,9.33,6.67,10.0,9.0,12.83
Manuel Merino,2000511073,5.33,12.5,15.0,7.0,8.67,11.0,13.5,7.33
Ruymán,2000442664,7.33,13.25,12.5,12.33,10.0,9.33,10.5,10.5
Iñaki Vélez,2000439250,11.0,12.25,11.0,8.67,7.33,6.67,12.5,11.33
Ramazan Cengiz,2000435409,4.33,10.25,14.0,9.33,10.33,10.0,7.0,8.0
Carlos Lourenço,2000190859,10.67,12.25,11.0,7.33,6.67,10.0,13.5,11.0
Javier Goikoetxea,2000710529,9.0,11.25,11.0,7.67,6.33,8.33,12.0,10.33
David Franco,2000710527,11.0,9.5,8.0,9.67,6.0,6.67,12.5,13.0
Igor Martínez,2000663363,10.0,9.25,9.5,11.67,5.33,6.33,7.5,12.0
Iñaki Franco,2000663359,6.33,10.5,14.5,11.0,8.0,12.67,7.5,8.33
Lukas Chrenko,2000662685,14.0,12.5,13.5,8.67,8.0,10.33,9.5,12.67
Vegard Skeie,2000656688,10.0,12.25,13.5,8.67,6.67,9.67,9.0,11.0
Héctor Otiniano,2000647504,9.0,12.25,11.0,13.0,7.33,11.33,5.0,12.17
Chechu,2000629747,10.67,11.25,11.0,14.0,5.67,7.33,7.5,12.5
Ander Etxaniz,2000629745,12.0,9.0,7.5,9.33,5.33,6.33,11.0,12.17
Ferrán Nus,2000569547,4.33,12.0,8.0,6.33,4.67,4.67,7.5,10.0
Armando D'Amato,2000567834,12.67,10.75,11.0,9.33,7.0,8.67,13.0,12.33
Matt Bonfield,2000567798,11.67,12.5,12.5,9.67,6.67,7.0,9.0,13.0
Maurice Korb,2000566062,8.0,11.0,9.5,10.67,6.0,12.0,9.5,12.0
Cláudio Mendes,2000565719,6.33,12.25,11.5,9.0,3.67,5.0,7.0,11.5
Stefán Þór Jónsson,2000531873,13.0,12.0,11.0,8.67,6.67,8.0,12.0,12.33
Álvaro Goñi,2000511076,12.0,13.25,13.0,11.0,9.0,11.0,11.5,13.33
Loïc Pinau,2000504244,5.33,11.75,15.0,9.67,8.33,12.33,9.0,9.67
Sérgio Manoel Pérez,2000439260,3.0,9.0,13.5,9.33,6.67,10.0,7.5,8.17
Raffaele Russo,2000324450,4.67,13.25,11.0,8.33,3.33,4.33,8.5,11.17
Stefan Schuster,2000232081,9.0,11.0,8.5,7.67,4.67,5.0,11.5,11.5
Gonzalo Garmendia,2000663364,4.0,10.5,13.5,6.67,6.0,11.33,7.5,7.67
Jonathan Agirre,2000663354,3.0,9.0,16.0,8.33,6.33,10.0,4.0,7.5
Ronald Woudenberg,2000633117,6.33,10.5,9.5,6.0,4.0,4.33,7.0,10.5
Kay Spruit,2000633107,11.33,12.25,10.0,5.67,5.33,7.33,13.5,10.0
Luther Besnard,2000630237,11.0,13.5,9.0,8.33,6.33,8.67,11.5,11.5
Claude Tardy,2000623970,13.0,13.75,11.0,8.67,7.33,7.67,15.0,9.83
Txomin Zubillaga,2000570642,10.33,8.25,9.0,6.33,5.33,6.33,9.0,9.5
Massimo Pigliacampo,2000569076,12.33,10.0,9.5,5.33,5.33,6.67,11.0,10.0
Emanuel Busnja,2000567525,4.33,10.25,10.0,5.67,3.0,4.0,7.0,9.83
Roberto Proietti,2000514073,3.0,14.0,14.5,9.0,8.0,11.0,9.0,8.0
Mikel Castelo,2000511071,8.67,9.0,10.0,7.67,4.67,6.0,9.5,9.83
Miguel Molina,2000510080,4.67,11.25,10.5,9.67,4.0,4.0,7.5,11.67
Ricardo Ruiz,2000737991,3.67,9.75,8.5,5.0,4.0,1.67,5.0,8.5
Pablo López,2000612702,9.33,13.25,17.0,8.67,6.33,11.0,9.0,11.83
Mikel Oyarzun,2000439254,9.0,12.5,8.5,7.33,3.33,10.0,11.5,11.83
Urko González de Zárate,2000058330,14.0,12.75,15.0,9.67,6.0,9.0,14.5,11.83
Willy Nys,2000569004,4.67,7.5,6.0,5.33,3.33,5.67,7.5,7.83
Gaizka Garai,2000511074,9.33,8.25,5.5,9.33,4.0,5.0,10.5,11.0
