Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Tackling,Team
Chema Nuñez,67232678.0,5.0,11.166666666666666,7.0,11.5,13.5,13.333333333333334,12.375,11.0,11.5,12.25,11.5,10.0,12.6,10.833333333333334,12.0,10.833333333333334,11.5,12.833333333333334,8.75,8.75,albacete
Fran Pérez,95078306.0,13.0,8.5,9.0,9.0,15.5,12.333333333333334,12.875,10.0,9.0,13.75,10.5,8.75,10.4,8.5,14.0,10.166666666666666,10.5,13.166666666666666,9.75,6.75,albacete
Marc Jurado,2000032704.0,10.0,12.0,9.0,13.0,14.5,13.666666666666666,13.25,12.5,13.0,14.0,13.5,11.25,12.4,12.666666666666666,16.0,13.333333333333334,12.5,14.0,13.5,12.5,amadrd
Pierre Dwomoh,2000006277.0,16.0,13.333333333333334,12.0,12.0,16.5,15.333333333333334,15.25,13.0,12.0,16.0,14.0,12.75,14.2,11.0,14.5,13.666666666666666,15.5,16.0,11.5,11.5,amadrd
Nikola Stanković,2000211075.0,13.5,12.5,9.5,11.25,14.5,12.666666666666666,15.125,12.25,11.25,15.0,12.75,11.75,12.5,9.666666666666666,17.25,12.5,14.5,16.0,14.25,12.5,amadrd
João Félix,83169822.0,7.0,14.666666666666666,11.0,11.5,17.0,17.333333333333332,16.0,14.0,11.5,17.5,15.5,13.25,16.0,9.333333333333334,13.75,14.666666666666666,18.0,17.0,12.5,11.5,amadrd
Manoel Azambuja,2000410625.0,10.0,15.5,12.0,14.0,17.0,18.166666666666668,15.5,16.0,14.0,18.0,15.0,11.75,16.9,12.666666666666666,16.375,16.166666666666668,17.0,16.0,14.5,13.5,amadrd
Thomas Lemar,85093001.0,6.0,13.666666666666666,6.0,12.0,17.0,14.0,16.25,13.0,12.0,16.0,13.5,12.25,14.0,10.333333333333334,14.0,13.0,14.0,16.333333333333332,10.0,10.5,amadrd
0,2000495264.0,15.0,10.0,11.0,8.5,14.0,11.0,12.25,10.5,8.5,14.0,9.0,11.75,10.6,6.666666666666667,17.25,10.333333333333334,9.5,11.666666666666666,15.0,7.0,amadrd
Alexander Villarreal,2000499325.0,8.0,12.166666666666666,6.0,8.0,14.0,13.0,12.375,14.0,8.0,13.75,8.5,11.75,13.0,8.166666666666666,15.75,12.833333333333334,11.5,13.166666666666666,14.25,7.25,amadrd
Noël Roux,2000188122.0,6.0,13.166666666666666,9.0,12.0,13.5,14.0,11.75,13.0,12.0,12.5,13.0,12.5,13.5,12.0,17.75,13.333333333333334,11.0,11.666666666666666,15.5,12.5,barc
Péricles,2000410450.0,13.0,13.666666666666666,10.0,10.5,15.0,14.333333333333334,13.0,13.5,10.5,16.0,11.5,10.5,13.8,7.333333333333333,16.5,14.0,14.0,14.0,13.5,10.5,barc
Pierre Fournier,2000435814.0,7.0,12.666666666666666,13.0,12.5,17.5,14.333333333333334,14.25,12.5,12.5,16.0,13.5,11.0,13.6,11.0,16.5,12.666666666666666,14.5,15.333333333333334,12.5,10.0,barc
Diego Laínez,51063318.0,5.0,14.0,7.0,11.5,15.0,14.666666666666666,14.75,12.5,11.5,16.5,15.0,13.5,14.2,9.333333333333334,16.25,13.333333333333334,16.0,15.0,13.0,11.0,barc
Phil Foden,28108494.0,6.0,15.666666666666666,10.0,12.5,17.5,16.0,15.5,15.0,12.5,17.0,15.5,12.25,16.0,11.666666666666666,16.5,15.0,16.5,16.333333333333332,13.5,12.0,barc
Gabriel Jesus,19220266.0,9.0,14.0,13.0,11.5,16.0,14.333333333333334,14.25,13.5,11.5,15.5,14.5,13.5,14.2,10.0,14.75,13.666666666666666,15.5,15.666666666666666,12.5,11.0,barc
Rodrygo,19306929.0,8.0,9.666666666666666,11.0,10.0,16.75,14.0,14.375,12.5,10.0,16.25,13.25,11.0,12.0,8.5,15.25,12.0,13.5,15.0,14.5,9.25,barc
Dejan Kulusevski,43295814.0,13.0,16.0,9.0,13.0,16.5,16.333333333333332,16.0,14.5,13.0,16.5,14.5,14.0,16.0,11.333333333333334,15.5,15.333333333333334,15.0,16.333333333333332,15.0,12.0,barc
Rayan Cherki,49056279.0,9.0,13.666666666666666,9.0,13.0,17.0,14.333333333333334,15.5,13.0,13.0,17.5,14.0,10.0,14.2,10.666666666666666,15.5,13.0,16.0,16.0,15.5,10.5,barc
Franck Lacroix,2000192663.0,15.0,12.166666666666666,10.0,10.5,16.25,15.0,11.875,11.5,10.5,17.5,11.5,9.75,13.2,9.333333333333334,17.125,12.833333333333334,14.25,13.0,15.0,9.25,barc
Íñigo Herrera,2000510687.0,10.0,11.666666666666666,9.0,9.5,14.0,9.666666666666666,14.0,10.5,9.5,14.5,11.0,12.5,10.4,9.0,16.75,11.0,12.0,14.0,13.5,10.5,bilbao
Mikel Garai,2000438623.0,12.0,13.333333333333334,12.0,11.75,17.0,15.5,14.625,13.5,11.75,16.5,13.0,10.625,13.9,11.0,14.25,14.666666666666666,16.75,15.833333333333334,15.0,11.25,bilbao
Fran Alonso,2000570282.0,13.0,11.833333333333334,14.0,10.25,14.5,11.833333333333334,13.75,12.0,10.25,14.5,12.0,12.75,12.1,8.833333333333334,15.5,11.5,12.5,15.0,12.0,9.5,bilbao
Carlos Bidaurrázaga,2000573859.0,11.0,12.333333333333334,9.0,13.0,14.0,13.0,13.5,12.5,13.0,13.0,13.5,13.25,12.2,12.0,15.5,13.333333333333334,17.5,13.666666666666666,12.5,13.0,bilbao
Romain Bertrand,2000438620.0,16.0,13.833333333333334,13.0,14.75,16.0,14.5,13.25,14.5,14.75,15.0,12.5,11.875,14.3,12.833333333333334,14.5,14.166666666666666,15.5,15.0,16.75,11.0,bilbao
Javier Arrue,2000438617.0,14.0,10.0,15.0,8.5,15.5,13.0,13.25,10.5,8.5,14.0,8.5,11.0,11.6,6.666666666666667,16.0,10.666666666666666,13.5,14.0,14.5,7.5,bilbao
Javier Karanka,2000193733.0,8.0,12.166666666666666,10.0,9.5,12.75,10.333333333333334,13.5,13.75,9.5,13.0,7.25,11.375,11.8,8.0,14.25,12.0,11.0,13.333333333333334,13.25,9.25,bilbao
Aimar Oroz,67276375.0,5.0,12.166666666666666,7.0,10.5,16.0,14.333333333333334,13.375,13.5,10.5,15.75,12.0,10.0,13.8,9.833333333333334,12.5,12.5,10.5,14.166666666666666,10.75,8.25,bilbao
Luka Jovanović,2000604683.0,7.0,10.333333333333334,8.0,9.0,12.0,11.333333333333334,13.5,9.5,9.0,14.0,10.5,9.25,10.8,8.0,15.0,10.0,10.5,13.0,11.0,9.0,cadiz
Henry Onyekuru,18093594.0,6.0,10.833333333333334,8.0,11.0,13.75,12.333333333333334,12.25,9.25,11.0,12.0,12.25,12.375,11.6,8.0,14.75,10.0,14.5,13.333333333333334,11.75,8.5,cadiz
Terry Ashton,2000505936.0,4.0,12.666666666666666,11.0,9.0,14.5,12.333333333333334,14.0,13.5,9.0,14.5,10.0,14.25,12.8,7.333333333333333,14.5,12.666666666666666,14.0,14.666666666666666,11.5,11.0,cadiz
Gerardo Gallardo,2000440602.0,5.0,10.166666666666666,8.0,8.5,14.0,12.166666666666666,12.375,9.0,8.5,14.75,11.0,10.125,10.9,7.666666666666667,15.375,10.166666666666666,12.5,13.666666666666666,8.5,9.5,cadiz
Jose Antonio Molina,2000571459.0,13.5,13.0,6.0,9.25,11.25,15.833333333333334,10.625,13.5,9.25,14.0,10.5,10.625,14.5,8.0,14.75,13.666666666666666,14.75,12.5,11.25,7.75,cadiz
Tòfol Montiel,43459237.0,7.0,13.0,8.0,9.5,15.0,13.666666666666666,13.25,12.5,9.5,15.0,11.0,9.25,13.6,7.666666666666667,13.25,12.333333333333334,13.0,13.333333333333334,9.5,8.0,coruna
Saúl Rodríguez,2000440182.0,7.0,11.666666666666666,15.0,9.5,14.5,13.333333333333334,12.0,12.0,9.5,13.0,11.0,13.0,12.6,7.333333333333333,16.25,12.0,13.5,12.0,12.0,7.0,coruna
Joaquín Correa,14042683.0,11.0,15.0,7.0,8.0,15.5,15.666666666666666,13.0,13.5,8.0,16.0,11.5,12.25,15.2,6.666666666666667,11.5,14.333333333333334,14.5,14.0,10.0,7.0,coruna
Alberto Barace,2000663353.0,13.0,11.0,14.0,12.5,13.0,13.333333333333334,14.25,13.0,12.5,15.0,13.0,12.0,12.4,11.0,14.0,12.333333333333334,15.5,15.333333333333334,12.5,10.5,coruna
Iago Salamanca,2000710728.0,13.0,13.166666666666666,8.0,8.5,15.0,15.5,11.125,13.5,8.5,15.75,11.5,10.125,14.3,8.0,12.125,13.833333333333334,14.5,12.333333333333334,9.5,7.5,coruna
Nabil Touaizi,28113829.0,14.0,11.166666666666666,11.0,10.0,16.0,14.0,12.125,12.0,10.0,15.25,10.5,8.75,12.6,9.166666666666666,14.5,12.166666666666666,12.5,12.5,13.25,8.25,coruna
Nicolas Pépé,85136376.0,10.0,13.333333333333334,8.0,9.0,14.5,14.5,12.875,11.75,9.0,14.5,11.0,7.5,13.9,7.5,13.375,12.5,15.75,13.166666666666666,9.25,9.5,coruna
Xabier Santamaría,2000202642.0,9.5,10.666666666666666,6.0,11.0,14.25,13.0,12.875,11.5,11.0,12.25,10.75,11.0,11.6,8.0,13.25,12.0,14.0,13.666666666666666,13.0,8.25,coruna
Tasos Chatzigiovanis,36096701.0,6.0,10.5,7.0,7.5,11.0,10.5,11.125,9.0,7.5,10.5,8.5,10.125,10.5,7.666666666666667,13.375,9.5,10.5,10.333333333333334,7.0,7.5,coruna
Matías Cavalleri,75049257.0,5.0,12.333333333333334,8.0,11.0,13.75,13.333333333333334,14.125,13.0,11.0,13.75,12.75,10.25,12.8,8.833333333333334,14.25,13.0,13.5,14.0,11.0,8.25,coruna
Óscar Melendo,67214687.0,6.0,14.333333333333334,7.0,12.0,14.5,14.166666666666666,14.125,13.5,12.0,14.5,12.75,11.125,14.3,9.5,14.5,13.666666666666666,14.5,14.333333333333334,12.0,10.0,espanyol
Francisco Conceição,83261140.0,5.0,10.833333333333334,7.0,11.0,15.25,14.0,14.0,10.25,11.0,15.5,12.25,14.375,12.6,8.666666666666666,13.5,10.666666666666666,13.5,14.333333333333334,11.25,9.25,espanyol
0,29236380.0,14.0,11.0,9.0,11.5,11.0,12.333333333333334,11.25,12.5,11.5,13.5,12.0,13.25,11.8,10.333333333333334,15.75,12.0,14.5,12.666666666666666,13.0,11.5,espanyol
Tymoteusz Puchacz,96086694.0,12.0,11.5,11.0,11.25,10.75,11.666666666666666,12.0,12.25,11.25,9.5,11.75,14.25,11.8,10.833333333333334,15.25,11.666666666666666,11.5,11.333333333333334,14.75,11.25,espanyol
Oier Zarraga,67260201.0,7.0,13.5,14.0,12.75,13.0,13.0,12.25,13.25,12.75,12.0,12.0,14.875,13.3,11.833333333333334,13.625,13.166666666666666,12.5,13.0,12.75,12.25,espanyol
Jorge De Frutos,67231100.0,6.0,12.5,7.0,9.75,11.75,12.666666666666666,12.25,12.25,9.75,12.0,12.75,12.625,12.6,8.5,13.875,12.333333333333334,14.0,12.166666666666666,10.5,10.75,espanyol
Brais Méndez,67199158.0,10.0,13.333333333333334,9.0,11.5,16.0,14.333333333333334,15.125,15.5,11.5,13.5,11.75,10.25,14.2,9.166666666666666,12.25,14.333333333333334,14.5,15.0,9.0,10.25,espanyol
Miguel Menino,83320117.0,9.0,12.666666666666666,11.0,12.25,13.5,13.5,13.875,12.25,12.25,15.0,12.25,12.125,12.7,10.833333333333334,14.25,13.166666666666666,14.25,13.833333333333334,13.0,11.25,espanyol
Noé Blasco,2000440885.0,10.0,13.333333333333334,8.0,8.0,14.0,12.333333333333334,13.75,12.0,8.0,15.5,8.5,10.75,12.8,8.0,14.25,12.333333333333334,11.0,13.333333333333334,11.0,7.5,espanyol
Serafín,2000512562.0,15.0,9.5,8.0,10.0,14.5,13.0,13.375,11.0,10.0,14.75,11.5,10.25,11.4,10.5,17.25,10.833333333333334,12.5,14.166666666666666,14.75,9.25,granada
Iván Martínez,2000510865.0,11.0,11.166666666666666,10.0,11.5,10.25,10.666666666666666,12.25,13.25,11.5,8.5,13.25,15.5,10.4,11.333333333333334,14.0,13.333333333333334,11.0,12.666666666666666,12.75,12.25,granada
Félix,2000192673.0,12.0,13.833333333333334,10.0,11.75,14.75,13.333333333333334,12.75,13.25,11.75,13.0,11.75,11.375,13.8,11.833333333333334,12.875,13.0,13.5,13.833333333333334,11.0,12.25,granada
Antonio Javier García,2000571328.0,7.0,11.333333333333334,12.0,11.5,14.5,14.166666666666666,12.5,12.0,11.5,15.0,12.0,11.625,12.7,9.666666666666666,15.25,12.333333333333334,12.5,13.0,14.0,8.25,granada
Domingo Funcasta,2000510087.0,12.0,14.166666666666666,14.0,7.5,11.5,12.833333333333334,11.25,17.0,7.5,13.75,10.0,10.625,14.1,7.333333333333333,14.125,14.833333333333334,12.25,11.166666666666666,10.5,9.0,granada
Moussa Djenepo,6601602.0,8.0,9.833333333333334,7.0,10.0,13.25,10.666666666666666,13.0,12.25,10.0,12.5,11.75,12.375,10.8,8.666666666666666,15.0,10.666666666666666,12.0,12.666666666666666,13.75,8.75,granada
Jesse Lingard,28047560.0,5.0,13.666666666666666,3.0,9.0,14.0,13.166666666666666,11.375,14.75,9.0,12.5,12.0,14.0,13.3,7.166666666666667,9.875,14.5,13.75,11.833333333333334,7.25,8.5,granada
Edimilson Fernandes,98030084.0,14.5,11.5,8.0,11.0,14.0,12.5,12.375,12.0,11.0,12.75,11.5,10.25,12.1,11.166666666666666,11.0,11.833333333333334,11.5,12.833333333333334,11.75,11.25,granada
Migue Ortiz,2000630559.0,8.0,13.666666666666666,8.0,10.5,15.0,13.666666666666666,12.25,12.5,10.5,13.5,11.5,11.5,13.6,9.0,14.5,13.0,12.5,13.666666666666666,14.0,10.0,granada
Leo Díaz,2000630127.0,5.0,13.0,7.0,9.5,16.5,12.666666666666666,12.75,13.0,9.5,16.5,12.0,8.75,13.0,10.333333333333334,17.0,12.666666666666666,13.0,14.0,11.5,8.0,laspalmas
0,2000189953.0,14.0,11.166666666666666,9.0,12.0,13.75,11.333333333333334,13.5,10.75,12.0,14.5,11.25,10.875,11.4,10.0,14.5,10.666666666666666,14.0,14.333333333333334,11.75,11.25,laspalmas
Carlos Hernandez,2000511264.0,8.0,14.666666666666666,9.0,11.5,13.5,13.333333333333334,13.5,15.5,11.5,14.5,12.0,12.75,14.0,9.5,15.75,15.0,15.0,13.333333333333334,11.5,8.5,laspalmas
Anders Nygaard,2000569028.0,13.0,14.666666666666666,9.0,11.5,14.5,12.666666666666666,13.5,14.0,11.5,11.0,14.0,11.5,13.8,9.333333333333334,13.25,13.666666666666666,16.5,14.333333333333334,14.0,11.0,laspalmas
Gil Dias,55082920.0,11.0,11.666666666666666,9.0,10.75,13.0,10.833333333333334,13.75,10.25,10.75,13.5,10.25,12.0,11.1,8.666666666666666,12.625,10.833333333333334,13.5,13.5,11.25,11.25,laspalmas
Víctor Gómez,67257950.0,6.0,12.333333333333334,6.0,11.5,10.0,12.0,11.375,13.0,11.5,11.25,12.0,9.75,12.2,11.666666666666666,13.625,12.666666666666666,12.75,11.333333333333334,11.0,11.5,leganes
Ifeanyi Mathew,53141633.0,7.0,13.833333333333334,11.0,13.25,15.0,12.833333333333334,13.5,14.5,13.25,13.25,13.5,12.125,13.7,11.5,12.0,13.5,12.75,14.666666666666666,11.75,12.0,leganes
Che Nunnely,37055838.0,6.0,10.5,9.0,8.25,14.0,12.166666666666666,12.25,11.0,8.25,13.5,11.0,11.375,11.3,7.166666666666667,15.75,11.166666666666666,12.0,12.333333333333334,11.75,8.5,leganes
Àlex Collado,67246435.0,6.0,12.333333333333334,8.0,8.5,15.0,13.5,13.625,12.75,8.5,15.5,12.5,9.75,13.5,7.833333333333333,13.375,11.833333333333334,13.25,14.166666666666666,9.75,10.0,leganes
Freddy Vargas,86061304.0,9.0,12.666666666666666,9.0,11.0,14.0,13.333333333333334,13.375,13.5,11.0,14.0,12.25,12.875,13.2,9.166666666666666,13.75,13.0,12.5,13.333333333333334,13.0,9.5,leganes
Ángel Cabello,2000438822.0,13.0,14.166666666666666,12.0,13.25,15.5,12.666666666666666,13.5,14.75,13.25,14.5,13.0,10.125,13.7,11.833333333333334,14.625,13.833333333333334,15.5,14.666666666666666,14.75,9.75,leganes
Olaus Skarsem,89051875.0,2.0,11.833333333333334,6.0,11.75,13.75,12.0,12.5,10.25,11.75,13.5,13.25,10.125,12.2,9.833333333333334,12.875,10.333333333333334,14.5,14.166666666666666,7.0,11.25,leganes
Nils Mortimer,67265795.0,10.0,10.5,11.0,10.75,12.75,13.666666666666666,12.0,9.25,10.75,14.5,12.75,9.875,11.8,8.166666666666666,14.625,10.666666666666666,15.0,13.166666666666666,12.0,9.75,leganes
Miguel,2000192899.0,9.5,13.833333333333334,7.5,9.0,14.5,13.333333333333334,12.375,14.75,9.0,14.0,9.5,10.25,14.1,7.833333333333333,15.75,13.5,13.25,14.166666666666666,12.75,8.75,leganes
Gonzalo Maroni,14137723.0,6.0,12.5,6.0,10.75,13.0,11.666666666666666,13.25,11.25,10.75,13.5,12.0,9.875,12.1,8.166666666666666,11.875,11.5,13.5,13.666666666666666,10.75,9.75,leganes
Gianluca Bellucci,2000508898.0,11.0,11.0,6.0,11.0,15.0,11.333333333333334,13.25,11.0,11.0,15.0,9.0,11.75,10.8,10.333333333333334,12.75,11.666666666666666,12.0,13.666666666666666,12.5,10.5,leganes
Cheick Ibra Koné,2000631747.0,6.0,10.833333333333334,7.0,7.0,13.5,13.166666666666666,11.0,12.0,7.0,15.25,9.5,8.125,11.9,6.333333333333333,11.75,12.166666666666666,11.25,11.833333333333334,6.0,9.0,leganes
Fabio Blanco,2000034357.0,4.0,11.5,8.0,10.5,16.0,11.333333333333334,14.375,9.25,10.5,14.75,11.25,10.625,11.4,9.0,15.75,10.0,13.5,14.5,12.25,8.75,realhisp
Jose Carlos,2000438639.0,7.0,12.5,6.0,10.5,16.5,15.0,11.625,12.0,10.5,15.25,11.5,11.75,13.8,11.166666666666666,15.75,12.5,13.0,12.5,13.75,9.75,realhisp
Martín Martínez,2000439252.0,10.0,12.5,13.0,11.5,13.5,12.333333333333334,13.125,13.75,11.5,14.25,11.75,11.625,12.8,9.333333333333334,13.75,12.666666666666666,13.0,14.166666666666666,13.75,10.25,realhisp
Adrian Molina,2000570287.0,15.0,10.166666666666666,7.0,9.75,14.0,11.833333333333334,13.0,12.5,9.75,13.75,9.0,10.375,11.3,8.833333333333334,15.25,11.5,10.25,13.333333333333334,13.25,11.5,realhisp
Giovanni Cabrera,2000439549.0,13.0,13.0,9.0,10.5,10.0,13.333333333333334,10.0,15.0,10.5,11.5,12.0,12.0,13.2,8.666666666666666,14.5,14.333333333333334,15.5,11.0,12.5,8.5,realhisp
Raheem Sterling,28054109.0,6.0,15.666666666666666,11.0,12.0,17.0,16.0,14.5,14.0,12.0,14.5,14.0,13.5,15.4,10.666666666666666,15.5,15.333333333333334,16.5,14.666666666666666,13.0,10.5,rmdrd
Jadon Sancho,28108490.0,11.0,15.333333333333334,7.0,12.25,16.5,15.333333333333334,16.0,13.0,12.25,17.0,13.5,10.5,15.2,9.833333333333334,16.25,14.0,16.0,17.0,11.5,11.25,rmdrd
Lê,2000410610.0,13.0,12.5,16.0,11.75,16.0,13.166666666666666,13.25,12.0,11.75,16.5,13.5,13.5,12.5,11.5,16.875,12.833333333333334,13.5,14.333333333333334,15.5,9.5,rmdrd
Vinícius Júnior,19302146.0,7.0,13.166666666666666,9.0,10.75,14.5,14.5,13.75,13.0,10.75,17.0,13.0,15.5,13.7,8.833333333333334,15.625,13.5,14.0,14.0,12.5,8.0,rmdrd
Odsonne Edouard,48036880.0,14.0,11.0,13.0,11.0,14.5,11.666666666666666,13.75,11.5,11.0,14.5,14.0,12.25,11.4,9.666666666666666,12.75,11.333333333333334,15.0,14.333333333333334,14.5,12.0,rmdrd
Kylian Mbappé,85139014.0,7.0,15.333333333333334,9.0,12.5,17.0,18.0,16.0,14.0,12.5,18.0,17.0,11.25,16.2,10.0,18.25,15.666666666666666,19.5,16.333333333333332,13.5,10.5,rmdrd
Ciprian Trandafir,2000189363.0,12.0,11.166666666666666,7.0,14.75,13.5,11.5,13.5,13.5,14.75,13.0,14.0,13.875,11.7,12.5,15.0,12.166666666666666,14.0,14.666666666666666,12.75,13.5,rmdrd
Boris Peters,2000506902.0,13.0,10.0,9.0,10.5,16.5,14.333333333333334,13.25,11.5,10.5,17.0,12.5,11.0,12.0,9.0,16.25,12.0,15.5,15.0,13.0,9.0,rmdrd
Roberto Bonilla,2000569765.0,20.0,14.666666666666666,11.0,8.75,14.5,15.5,12.375,16.0,8.75,16.75,12.0,13.125,15.1,8.666666666666666,15.75,15.666666666666666,13.25,13.5,15.0,9.75,rmdrd
Piotr Jabłoński,2000623979.0,3.0,12.666666666666666,9.0,12.0,12.0,10.666666666666666,11.5,15.0,12.0,12.0,12.5,12.75,11.4,12.333333333333334,15.0,14.333333333333334,11.0,12.0,11.5,11.5,rsana
Kai Ocaña,2000194470.0,13.0,11.0,8.0,11.5,14.5,9.0,13.25,12.0,11.5,14.5,11.5,16.25,10.2,10.333333333333334,16.5,11.0,12.0,13.333333333333334,13.5,9.0,rsana
Felipe,2000510074.0,13.0,11.333333333333334,11.0,10.0,10.5,12.0,11.25,12.0,10.0,13.0,11.5,13.0,11.6,9.333333333333334,14.5,12.0,13.0,11.0,15.0,9.0,rsana
Koldo Valencia,2000663358.0,6.0,9.333333333333334,7.0,9.0,14.0,11.333333333333334,11.5,10.5,9.0,12.5,9.5,14.25,10.6,7.666666666666667,13.5,10.0,10.0,12.0,8.0,10.0,rsana
Luka Bransteter,2000054638.0,14.0,12.333333333333334,12.0,10.5,14.0,14.0,11.5,11.5,10.5,13.5,13.5,14.25,13.2,9.0,15.0,12.0,15.0,12.333333333333334,13.5,10.0,rsana
Tibo De Vos,2000663034.0,11.0,11.666666666666666,9.0,10.0,16.0,15.0,12.75,11.0,10.0,13.0,11.0,10.25,12.8,8.333333333333334,15.25,12.666666666666666,13.0,13.666666666666666,10.5,11.0,rsana
Gabriel Martinelli,19351309.0,13.0,15.0,13.0,10.5,14.5,15.333333333333334,12.75,13.5,10.5,15.0,13.0,14.25,14.8,9.0,15.25,14.666666666666666,14.0,13.666666666666666,12.0,8.5,rsana
Adam Hlozek,31041522.0,14.0,10.333333333333334,10.0,10.0,13.5,14.333333333333334,12.0,10.5,10.0,13.0,13.5,11.75,12.2,9.333333333333334,15.5,11.333333333333334,13.5,13.0,14.5,10.5,rsana
Mikel Oyarzábal,67220143.0,11.0,15.0,12.0,13.5,16.0,15.0,15.0,14.0,13.5,15.5,14.5,14.75,15.0,13.0,14.0,14.333333333333334,15.5,16.0,14.0,13.5,rsana
Isaac Lihadji,49048366.0,6.0,14.666666666666666,9.0,11.5,14.0,13.833333333333334,12.125,13.25,11.5,14.5,12.0,10.5,14.1,10.166666666666666,15.125,13.833333333333334,13.75,12.833333333333334,12.25,9.5,sevilla
Raphinha,19242277.0,6.0,12.333333333333334,9.0,11.5,16.5,14.666666666666666,14.75,12.0,11.5,15.5,13.5,14.0,13.6,10.333333333333334,13.75,12.333333333333334,15.0,15.333333333333334,9.0,13.0,sevilla
Valeri Gavazov,2000215456.0,7.0,10.333333333333334,5.0,11.75,14.5,13.166666666666666,13.75,10.25,11.75,16.0,10.75,10.75,11.7,9.333333333333334,13.875,10.833333333333334,13.5,15.166666666666666,9.75,11.25,sevilla
Munir,67174735.0,7.0,13.833333333333334,8.0,11.5,15.75,14.333333333333334,14.25,12.75,11.5,13.5,12.75,11.625,14.2,8.666666666666666,12.25,13.0,14.0,14.666666666666666,11.75,9.25,sevilla
Rogelinho,2000439844.0,10.0,12.666666666666666,8.0,9.5,12.5,14.0,11.25,15.0,9.5,13.5,9.5,9.75,14.0,7.0,15.0,13.333333333333334,12.0,12.0,7.5,9.0,sevilla
Lucas Ocampos,14031132.0,12.0,11.0,12.0,10.0,14.75,13.666666666666666,13.625,13.0,10.0,13.25,12.25,15.75,12.6,7.5,11.5,12.333333333333334,13.5,13.666666666666666,11.5,8.75,sevilla
Gabriel Jesus,19220266.0,9.0,14.0,13.0,11.5,16.0,14.333333333333334,14.25,13.5,11.5,15.5,14.5,13.5,14.2,10.0,14.75,13.666666666666666,15.5,15.666666666666666,12.5,11.0,vale
Morten Thorsby,53098756.0,13.5,14.333333333333334,14.5,14.25,11.0,11.333333333333334,12.125,15.0,14.25,9.0,13.75,15.625,13.0,14.0,13.375,14.0,13.5,12.666666666666666,13.75,13.5,vale
Aron Ehlers,2000194937.0,13.0,13.166666666666666,5.0,12.0,15.75,14.0,14.5,15.75,12.0,14.0,12.25,11.875,14.2,10.333333333333334,14.75,14.0,13.5,15.0,14.25,10.25,vale
Malcom,19229435.0,7.0,14.0,8.0,10.0,16.0,15.333333333333334,14.5,12.0,10.0,16.0,12.0,10.25,14.6,7.833333333333333,15.5,13.0,14.5,14.666666666666666,12.5,8.0,vale
Nico Serrano,67295206.0,13.0,13.666666666666666,11.0,7.5,15.5,13.833333333333334,12.375,13.25,7.5,15.5,10.5,9.0,13.7,7.5,15.75,13.5,13.75,13.166666666666666,12.75,11.0,vale
