Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Tackling,Team
Ronald Araújo,78085068.0,17.0,14.333333333333334,16.0,15.5,13.5,12.666666666666666,11.75,14.0,15.5,11.5,15.5,13.5,13.0,15.333333333333334,13.5,14.666666666666666,10.5,14.0,14.0,15.5,barc
Alessandro Bastoni,43252460.0,17.0,14.333333333333334,15.0,15.5,13.0,14.0,13.0,16.0,15.5,11.5,15.5,14.0,14.0,15.333333333333334,15.0,15.666666666666666,13.5,14.333333333333334,15.5,15.0,barc
Juan Vela,2000489085.0,16.0,12.5,15.0,14.25,11.25,12.0,11.25,13.25,14.25,9.0,15.25,12.5,12.0,14.166666666666666,15.25,13.333333333333334,13.0,12.166666666666666,15.0,15.25,barc
Pau Torres,67217522.0,17.0,13.0,16.0,14.5,13.0,12.0,11.5,13.5,14.5,11.0,14.5,13.25,11.8,15.0,11.5,14.333333333333334,9.0,12.666666666666666,11.0,14.0,barc
Benoît Badiashile,49038942.0,18.0,12.666666666666666,16.0,14.0,13.0,13.0,11.75,13.0,14.0,11.75,14.0,13.125,12.6,14.0,15.0,13.333333333333334,11.25,13.666666666666666,16.25,14.5,barc
Unai Núñez,67214595.0,14.0,12.333333333333334,13.0,13.5,11.0,11.666666666666666,10.0,15.0,13.5,8.25,13.5,14.125,11.8,14.333333333333334,12.5,14.333333333333334,9.75,11.666666666666666,12.75,14.0,bilbao
Josema,2000682315.0,12.0,15.0,11.0,11.75,14.0,13.833333333333334,11.125,16.5,11.75,12.5,12.0,13.5,14.3,11.833333333333334,15.0,16.0,10.75,12.166666666666666,15.0,11.75,bilbao
Unai Vencedor,67260207.0,7.0,14.666666666666666,10.0,14.25,15.0,13.166666666666666,13.375,13.25,14.25,13.0,13.75,12.625,13.5,13.833333333333334,15.25,14.166666666666666,11.75,14.833333333333334,15.0,13.25,bilbao
Yeray,67192475.0,12.0,12.333333333333334,14.0,14.5,12.0,12.333333333333334,12.75,13.5,14.5,9.25,15.0,14.875,11.8,14.666666666666666,11.75,14.0,9.75,13.333333333333334,10.75,14.0,bilbao
Íñigo Merino,2000442705.0,14.0,14.0,12.0,12.0,12.0,12.5,10.5,16.25,12.0,9.5,10.75,13.0,13.1,12.333333333333334,11.875,15.5,7.5,10.833333333333334,13.75,10.5,bilbao
Timo Baumgartl,92065892.0,15.0,11.0,11.0,14.0,11.75,11.0,10.875,14.5,14.0,9.25,14.75,10.5,10.6,13.666666666666666,10.25,14.0,10.5,12.333333333333334,11.5,14.5,cadiz
Tarsi Bakero,2000193403.0,13.0,14.833333333333334,12.0,13.0,12.5,11.166666666666666,11.125,15.0,13.0,12.25,13.5,10.625,12.9,13.0,13.375,14.5,10.25,12.666666666666666,14.0,14.5,cadiz
Adrián Corral,2000057468.0,14.0,12.166666666666666,15.0,13.0,9.5,11.166666666666666,8.375,13.5,13.0,8.25,12.5,9.375,11.5,13.666666666666666,13.625,13.166666666666666,10.25,9.333333333333334,11.5,13.0,cadiz
Cacá,19350725.0,12.0,14.166666666666666,14.0,13.25,12.0,12.0,10.75,13.25,13.25,10.5,13.25,13.25,12.6,13.166666666666666,11.75,14.0,11.5,11.833333333333334,11.25,14.25,cadiz
Juan Luis,2000664823.0,13.0,12.166666666666666,10.0,13.75,10.0,10.0,10.5,16.5,13.75,7.75,10.5,14.0,11.2,12.5,11.75,14.5,8.25,11.666666666666666,12.75,14.0,cadiz
Karim Pérez,2000193717.0,16.0,10.333333333333334,14.0,9.5,9.75,11.333333333333334,7.375,14.5,9.5,8.75,9.25,13.5,10.6,10.333333333333334,13.25,13.666666666666666,6.0,8.666666666666666,15.5,10.5,coruna
Leander Dendoncker,18057380.0,14.0,12.166666666666666,14.0,12.25,10.0,11.666666666666666,11.25,13.75,12.25,8.0,13.25,14.25,11.8,12.5,10.25,13.333333333333334,10.5,12.0,12.0,12.75,coruna
Luis Muñoz,90065199.0,12.0,10.166666666666666,11.0,10.5,10.25,12.333333333333334,7.875,13.5,10.5,8.5,12.5,12.0,10.8,11.0,10.875,13.5,7.25,9.333333333333334,9.5,11.0,coruna
Enock Kwateng,85134692.0,11.0,10.833333333333334,10.0,11.75,10.25,12.333333333333334,11.625,12.0,11.75,10.25,12.5,13.375,11.6,11.833333333333334,12.0,11.833333333333334,10.5,11.166666666666666,11.0,11.75,coruna
Dani,2000571661.0,11.5,11.333333333333334,11.0,12.5,11.0,9.833333333333334,10.5,14.0,12.5,7.25,10.25,13.875,10.9,11.5,12.125,12.333333333333334,7.0,10.833333333333334,15.0,11.0,coruna
César Ramírez,2000194011.0,9.0,14.0,10.0,12.0,12.5,13.333333333333334,11.25,16.5,12.0,11.75,12.5,11.375,13.0,12.0,12.0,16.666666666666668,9.75,12.666666666666666,13.25,12.0,espanyol
Dušan Stojinović,62218369.0,14.0,11.666666666666666,14.0,12.75,10.25,10.0,11.0,11.5,12.75,9.75,12.75,11.5,10.4,12.833333333333334,12.25,12.0,12.25,11.333333333333334,12.0,12.75,espanyol
Guillem Molina,67260507.0,13.0,10.333333333333334,14.0,10.75,9.5,11.166666666666666,6.625,12.0,10.75,6.5,10.5,11.25,10.5,12.166666666666666,14.5,12.0,8.25,8.166666666666666,12.0,9.75,espanyol
Toni Herrero,67277687.0,11.0,12.666666666666666,10.0,13.5,12.5,13.333333333333334,12.5,12.5,13.5,13.0,13.5,12.75,12.6,13.333333333333334,13.25,13.333333333333334,12.5,12.666666666666666,11.5,13.0,espanyol
Chumi,95036003.0,14.0,11.666666666666666,13.0,13.0,11.5,11.333333333333334,9.75,12.0,13.0,8.25,12.5,13.375,11.2,13.0,11.75,12.333333333333334,8.25,11.333333333333334,12.75,12.5,espanyol
Carlos,2000202592.0,13.0,11.166666666666666,9.0,13.75,8.0,13.333333333333334,9.0,11.75,13.75,8.0,12.75,11.25,12.0,13.5,13.75,12.333333333333334,11.0,10.5,13.25,14.75,espanyol
Isak Amundsen,53178292.0,14.0,12.333333333333334,13.0,12.0,11.5,11.833333333333334,10.875,13.0,12.0,10.0,12.75,13.5,11.5,12.666666666666666,13.5,13.666666666666666,8.5,11.333333333333334,15.5,12.0,espanyol
Ismael Casas,67271373.0,7.0,11.333333333333334,10.0,13.0,11.75,12.0,13.125,13.5,13.0,11.75,13.75,14.0,11.6,13.0,14.5,13.0,12.0,13.0,11.0,12.5,granada
Lovre Vujčić,2000188309.0,16.0,10.666666666666666,12.0,10.5,10.0,10.333333333333334,9.0,11.5,10.5,9.5,10.5,13.75,10.4,11.333333333333334,13.75,11.333333333333334,7.5,10.333333333333334,13.0,12.5,granada
Ulises Campus,2000273292.0,12.5,13.5,10.5,13.0,12.0,12.333333333333334,10.125,15.25,13.0,10.5,12.0,12.25,12.3,13.166666666666666,12.5,15.5,9.25,11.5,12.25,13.75,granada
Jorge Cuenca,67248170.0,15.0,11.0,15.0,13.5,12.75,11.666666666666666,11.125,12.5,13.5,9.75,12.75,13.5,11.0,13.333333333333334,13.5,12.666666666666666,9.0,12.666666666666666,13.0,13.5,granada
Antonio Raúl Escuín,2000440594.0,16.0,9.666666666666666,11.0,13.0,10.25,12.666666666666666,10.875,14.0,13.0,8.75,12.75,13.0,11.0,13.0,13.75,13.333333333333334,9.5,11.666666666666666,12.5,13.5,granada
Cristian Manea,57120897.0,12.0,11.5,11.0,12.75,11.0,10.333333333333334,12.75,11.75,12.75,9.0,12.75,13.5,10.8,12.833333333333334,14.0,11.666666666666666,11.0,12.333333333333334,13.5,13.25,granada
Saúl Salcedo,79026928.0,13.0,11.5,16.0,13.0,10.25,13.0,9.875,13.0,13.0,8.5,13.0,13.25,11.6,13.333333333333334,11.375,13.833333333333334,11.25,10.333333333333334,11.5,13.0,granada
Denis Vavro,63025710.0,16.0,13.333333333333334,15.0,12.25,8.75,11.166666666666666,7.875,13.75,12.25,6.5,13.0,13.875,11.7,13.166666666666666,13.25,14.166666666666666,12.25,9.166666666666666,14.5,13.75,granada
Alberto Quintana,67280840.0,17.5,14.833333333333334,12.5,12.5,12.5,13.0,11.625,15.75,12.5,12.5,11.5,11.0,13.9,12.5,12.0,15.166666666666666,12.25,13.166666666666666,10.75,11.75,granada
Can Balcı,2000566216.0,14.0,12.0,11.0,10.25,10.25,11.166666666666666,7.625,13.0,10.25,9.5,12.0,10.375,11.1,11.166666666666666,11.25,13.333333333333334,8.75,8.833333333333334,10.75,12.25,granada
Eugene Kulakov,2000434056.0,17.0,12.0,10.0,12.0,11.5,10.0,10.0,11.5,12.0,8.5,13.0,11.0,10.4,12.333333333333334,13.0,12.333333333333334,11.0,11.333333333333334,14.0,14.5,laspalmas
Jordan Torunarigha,91137260.0,16.0,12.0,14.0,13.5,12.0,11.333333333333334,12.25,10.5,13.5,12.0,11.5,14.75,11.6,13.333333333333334,13.25,11.0,12.0,13.0,12.5,14.0,laspalmas
Imanol,67276239.0,10.0,10.833333333333334,11.0,10.75,12.5,12.333333333333334,10.375,14.0,10.75,11.25,10.5,14.375,11.4,12.166666666666666,13.25,13.5,8.0,10.833333333333334,11.25,10.25,laspalmas
Clement Nwabueze,2000710897.0,9.0,12.666666666666666,16.0,13.0,11.5,10.333333333333334,11.75,16.0,13.0,11.5,12.5,11.75,11.8,13.333333333333334,14.25,14.0,11.0,12.333333333333334,13.5,12.5,laspalmas
Fajar Bayhaqi,2000439532.0,11.0,14.666666666666666,9.0,12.0,13.0,13.0,10.25,15.5,12.0,12.0,12.0,12.5,13.6,12.333333333333334,10.75,15.333333333333334,10.0,12.333333333333334,11.0,10.0,laspalmas
Nikola Katic,24047814.0,17.0,9.5,17.0,11.5,10.25,10.666666666666666,8.375,10.0,11.5,11.0,12.5,14.0,9.4,11.666666666666666,10.875,11.166666666666666,10.25,10.333333333333334,11.0,12.5,laspalmas
Rasmus Lauritsen,27069979.0,16.0,14.0,14.0,12.25,9.0,10.833333333333334,9.625,14.25,12.25,6.5,13.0,13.875,11.9,12.833333333333334,13.0,14.5,10.25,10.166666666666666,12.75,11.25,leganes
Gabriel Torres,2000438016.0,14.0,12.0,13.0,13.0,8.5,10.666666666666666,7.0,12.0,13.0,7.0,11.5,14.0,11.0,13.333333333333334,13.0,12.333333333333334,9.0,7.333333333333333,14.5,12.5,leganes
Patric,67100019.0,10.0,16.5,13.0,13.25,13.0,14.0,11.5,13.75,13.25,10.5,13.25,16.75,14.6,13.5,8.5,15.333333333333334,14.0,12.5,10.75,14.25,leganes
Lluís Recasens,67295940.0,14.0,8.0,9.0,11.0,9.5,10.666666666666666,8.0,11.5,11.0,8.5,11.5,8.75,9.4,12.666666666666666,11.75,10.666666666666666,8.5,8.666666666666666,9.5,11.0,leganes
Dominik Kruzliak,63026929.0,13.0,10.666666666666666,13.0,12.5,8.25,10.333333333333334,9.625,15.5,12.5,7.75,12.75,14.0,10.0,12.666666666666666,9.0,14.666666666666666,8.5,11.333333333333334,10.5,12.0,leganes
Omar Rekik,91187786.0,11.0,12.333333333333334,13.0,14.5,13.0,11.333333333333334,12.75,12.5,14.5,10.5,15.0,11.0,11.6,13.0,13.5,12.666666666666666,12.0,14.0,10.5,14.0,realhisp
Benjamín Kuscevic,75032824.0,14.0,12.166666666666666,13.0,12.25,10.75,11.0,10.0,12.75,12.25,8.5,11.75,13.25,11.0,12.833333333333334,11.25,13.333333333333334,7.5,10.666666666666666,12.25,12.75,realhisp
Valentín Delmás,2000192672.0,12.0,14.833333333333334,9.0,10.25,15.0,13.333333333333334,12.125,14.5,10.25,12.75,12.0,12.625,14.0,11.166666666666666,13.5,14.5,10.0,12.833333333333334,13.25,10.75,realhisp
Mujaid Sadick,67249928.0,10.0,14.166666666666666,13.0,14.75,10.5,11.666666666666666,9.25,13.25,14.75,8.5,13.75,12.25,12.4,14.833333333333334,12.5,14.0,12.0,10.5,13.75,14.25,realhisp
Friday Opara,2000442249.0,8.0,11.5,10.0,11.5,11.75,14.333333333333334,10.375,12.0,11.5,11.0,11.0,13.0,12.4,11.666666666666666,13.125,13.166666666666666,8.25,11.666666666666666,12.0,9.5,realhisp
Kostyantyn Vivcharenko,71113673.0,5.0,11.833333333333334,14.0,12.75,11.5,13.333333333333334,12.125,17.0,12.75,13.25,14.0,12.625,12.8,12.5,14.75,15.166666666666666,12.5,12.5,11.25,12.75,realhisp
Joselito,2000510697.0,15.0,12.166666666666666,8.0,10.75,7.5,11.333333333333334,9.5,15.25,10.75,6.5,11.25,12.25,11.6,11.166666666666666,12.5,14.333333333333334,7.5,8.333333333333334,12.5,10.75,realhisp
Boubacar Kamara,48043084.0,14.0,15.666666666666666,14.0,14.5,13.5,13.5,13.375,14.5,14.5,13.0,14.25,14.25,14.1,14.666666666666666,15.75,15.333333333333334,12.5,15.0,15.5,15.0,rmdrd
Takehiro Tomiyasu,45095490.0,14.0,14.333333333333334,13.0,13.5,13.5,14.333333333333334,12.5,14.0,13.5,12.5,14.0,14.25,14.2,13.666666666666666,15.25,14.333333333333334,12.5,13.333333333333334,14.0,14.0,rmdrd
Zinho Vanheusden,18091405.0,16.0,13.333333333333334,14.0,15.5,11.5,13.666666666666666,12.5,13.0,15.5,10.5,15.0,13.0,13.6,16.0,13.25,13.0,12.0,13.666666666666666,13.5,13.0,rmdrd
Éder Militão,19273276.0,15.0,14.0,13.0,14.0,13.0,14.333333333333334,12.5,13.5,14.0,12.0,14.5,14.5,13.6,14.666666666666666,15.5,14.666666666666666,13.0,13.333333333333334,15.0,14.0,rmdrd
Edmond Tapsoba,13196616.0,17.0,13.333333333333334,15.0,15.0,13.0,13.333333333333334,13.125,14.5,15.0,12.75,14.5,13.0,13.4,14.333333333333334,14.125,14.0,12.75,14.666666666666666,13.0,15.0,rmdrd
Robin Le Normand,48037162.0,16.0,12.333333333333334,14.0,13.0,13.0,12.333333333333334,11.5,13.5,13.0,11.0,13.5,14.25,11.8,13.666666666666666,13.0,14.0,9.5,13.333333333333334,14.0,13.5,rsana
António Silva,83320135.0,13.0,12.0,14.0,16.0,9.0,12.0,10.75,12.5,16.0,6.5,14.5,11.25,11.8,15.666666666666666,15.75,12.666666666666666,11.5,12.333333333333334,14.0,14.5,rsana
William Saliba,49039004.0,16.0,13.666666666666666,15.0,14.0,12.5,12.333333333333334,12.25,14.0,14.0,11.0,14.5,13.5,12.8,14.0,15.25,14.0,12.0,13.0,16.0,13.5,rsana
Lukas Mohr,2000432897.0,15.0,12.0,11.0,12.5,11.5,13.0,10.5,14.5,12.5,12.5,13.0,10.0,12.2,12.666666666666666,14.25,14.333333333333334,10.0,11.666666666666666,13.0,13.0,rsana
Denis Zakaria,98034601.0,15.0,13.0,11.0,12.0,13.0,12.666666666666666,11.25,12.5,12.0,12.0,13.0,15.75,12.6,12.0,14.0,13.0,13.0,12.333333333333334,14.0,14.0,rsana
Renato Pereira,2000190646.0,13.0,13.0,9.0,13.5,13.0,13.333333333333334,12.0,13.5,13.5,11.5,12.5,14.0,13.0,12.666666666666666,14.75,13.666666666666666,11.5,14.0,15.5,12.0,rsana
John Damiano,2000435431.0,6.0,13.666666666666666,7.0,14.0,12.0,11.666666666666666,11.5,16.5,14.0,10.0,14.5,14.5,12.4,13.666666666666666,13.25,15.666666666666666,9.5,12.666666666666666,12.0,12.0,rsana
Ignacio Vallina,2000570634.0,17.0,16.333333333333332,10.0,13.0,16.0,14.333333333333334,13.5,17.5,13.0,13.5,13.0,16.25,15.4,13.666666666666666,14.75,16.666666666666668,12.0,15.333333333333334,15.0,12.5,rsana
David Carmo,83111598.0,17.0,13.333333333333334,12.0,14.5,12.5,11.333333333333334,12.5,12.0,14.5,11.0,15.0,13.5,12.0,14.333333333333334,12.75,12.666666666666666,12.5,13.666666666666666,15.5,13.5,rsana
Souza,2000607666.0,17.0,15.333333333333334,13.0,11.5,11.5,13.666666666666666,10.75,15.0,11.5,10.5,12.5,14.5,14.2,12.333333333333334,15.0,15.333333333333334,10.5,11.0,15.5,14.0,rsana
José María Noguera,2000438352.0,14.0,12.333333333333334,13.0,14.0,15.0,13.666666666666666,12.5,14.0,14.0,12.0,13.0,15.0,12.8,13.666666666666666,15.0,14.0,9.5,14.0,15.0,13.0,sevilla
Dario Maresic,16170605.0,15.0,13.333333333333334,13.0,11.5,13.0,12.666666666666666,11.375,12.5,11.5,12.0,11.5,12.0,12.6,12.333333333333334,14.0,13.333333333333334,8.0,13.0,14.5,11.0,sevilla
Emmanuel,2000569770.0,15.0,14.5,12.0,15.0,10.0,14.166666666666666,10.375,15.0,15.0,9.75,14.0,12.875,13.9,14.333333333333334,13.75,15.5,10.75,12.0,14.0,12.5,sevilla
Federico Real,2000193194.0,5.0,13.666666666666666,9.0,14.0,13.0,13.666666666666666,11.125,15.5,14.0,11.0,13.25,12.5,13.2,14.833333333333334,13.375,15.666666666666666,9.5,12.333333333333334,13.0,12.0,sevilla
Andri Fannar Sigurgeirsson,2000439839.0,12.0,15.0,12.0,13.75,8.75,12.5,8.375,16.25,13.75,8.5,13.0,10.875,13.7,13.166666666666666,13.75,15.5,10.25,9.833333333333334,13.0,12.25,sevilla
Jordan Henderson,28005568.0,12.0,15.0,9.0,15.5,14.5,13.666666666666666,14.5,16.0,15.5,10.5,16.0,16.75,14.2,15.0,7.5,15.666666666666666,14.5,14.666666666666666,11.5,15.0,sevilla
José Marsà,67279755.0,13.0,13.333333333333334,13.0,12.5,13.0,13.0,12.0,12.5,12.5,11.5,13.0,14.0,13.0,13.0,15.0,13.0,11.0,12.666666666666666,14.5,13.5,sevilla
Enrico Brancadori,2000436507.0,17.0,14.666666666666666,18.0,16.0,13.5,14.666666666666666,12.75,13.5,16.0,14.0,15.5,13.0,14.4,16.0,17.0,14.333333333333334,12.5,14.0,17.0,15.5,vale
Rubén Iranzo,2000032467.0,14.0,13.166666666666666,16.0,14.25,12.0,13.0,11.875,12.5,14.25,10.25,14.5,11.125,12.8,14.166666666666666,15.5,13.166666666666666,12.0,12.5,14.75,14.25,vale
Urko González de Zárate,2000058330.0,15.0,11.333333333333334,14.0,10.5,10.5,11.666666666666666,8.75,12.0,10.5,7.5,9.0,12.25,11.2,11.333333333333334,14.25,12.333333333333334,7.0,9.333333333333334,11.0,10.0,vale
Mouctar Diakhaby,48036643.0,16.0,11.5,15.0,14.25,10.25,12.333333333333334,10.375,13.5,14.25,10.75,14.5,14.875,11.8,14.166666666666666,13.0,13.166666666666666,9.5,12.166666666666666,14.0,12.75,vale
Nicolas Cozza,49037761.0,10.0,14.0,13.0,14.5,12.5,13.0,12.5,13.5,14.5,11.5,14.0,11.25,13.2,14.0,14.0,14.0,13.0,13.0,14.0,13.0,vale
Cristhian Mosquera,2000030816.0,13.0,11.166666666666666,14.0,12.25,8.25,11.333333333333334,9.125,13.0,12.25,8.25,14.5,10.125,11.2,12.5,13.25,12.5,9.0,10.5,13.5,11.75,vale
Hugo Montañana,2000034349.0,12.0,10.833333333333334,12.0,11.25,14.75,13.666666666666666,12.875,13.0,11.25,14.25,11.0,12.875,12.4,11.5,14.5,12.5,10.0,13.166666666666666,10.0,10.25,vale
Georges Teixeira,2000187375.0,12.0,11.0,18.0,12.0,10.75,11.0,10.375,13.0,12.0,7.75,12.25,14.5,11.0,12.333333333333334,13.0,12.333333333333334,9.0,11.0,13.0,11.5,vale
Josema,2000439264.0,15.0,12.666666666666666,8.0,11.5,9.0,10.333333333333334,9.0,15.5,11.5,7.5,12.0,13.5,11.2,12.0,13.75,14.666666666666666,9.5,9.666666666666666,14.0,12.5,vale
Nikola Colic,2000212623.0,12.0,11.833333333333334,10.0,12.75,12.25,12.0,10.625,14.0,12.75,10.25,13.0,13.125,11.4,13.5,13.5,14.166666666666666,9.0,11.5,13.5,12.25,vallecano
Ramón Santos,2000440896.0,14.0,13.666666666666666,11.0,10.75,9.25,11.833333333333334,8.125,14.75,10.75,9.5,11.0,11.375,12.7,11.166666666666666,15.0,14.166666666666666,9.25,8.833333333333334,12.5,11.25,vallecano
Xabier Gourgues,2000663362.0,17.0,12.666666666666666,13.0,12.0,10.0,10.666666666666666,9.25,12.5,12.0,10.0,12.5,13.75,11.0,12.0,13.25,13.333333333333334,10.0,10.666666666666666,13.0,12.5,vallecano
Silvan Hefti,98038279.0,12.0,12.5,10.0,13.75,11.5,10.0,12.5,12.75,13.75,8.5,13.75,13.75,11.0,13.5,12.5,12.666666666666666,11.0,12.666666666666666,13.5,14.25,vallecano
Carlos Abraham,2000440884.0,10.0,13.166666666666666,8.0,11.5,10.25,13.0,8.875,16.0,11.5,9.5,11.0,12.0,12.6,11.666666666666666,12.125,15.833333333333334,9.75,10.0,10.5,10.5,vallecano
Santi Comesaña,67224142.0,11.0,12.833333333333334,13.0,12.75,11.25,12.333333333333334,11.375,12.25,12.75,10.5,13.25,12.625,12.4,12.5,11.5,12.666666666666666,12.5,12.333333333333334,11.0,12.75,vallecano
Álvaro García,89062864.0,12.0,9.166666666666666,9.0,10.75,11.25,11.0,10.375,11.0,10.75,9.25,11.5,11.875,10.2,12.166666666666666,11.25,10.5,7.5,11.166666666666666,9.5,10.75,vallecano
Jordi,2000513013.0,16.0,12.0,10.0,12.75,13.0,13.166666666666666,12.125,13.75,12.75,12.0,13.5,11.875,12.5,12.833333333333334,13.5,13.5,9.75,13.833333333333334,13.75,12.75,vallecano
Luís Rodrigues,2000436535.0,14.0,13.333333333333334,9.0,13.5,14.0,11.333333333333334,11.75,14.0,13.5,12.5,14.0,12.0,12.2,14.0,11.25,13.666666666666666,9.5,14.0,13.5,11.5,vigo
Ricardo Graça,83107071.0,13.0,12.333333333333334,12.0,13.25,12.25,11.666666666666666,12.0,12.5,13.25,11.25,12.75,12.75,11.6,13.5,13.75,13.0,12.25,13.0,13.0,12.75,vigo
Timo Zaal,2000022712.0,18.0,8.833333333333334,13.0,10.75,6.75,12.666666666666666,8.125,12.0,10.75,5.25,12.5,9.375,10.2,11.833333333333334,14.75,12.5,8.5,8.833333333333334,12.5,11.75,vigo
Ali Tweed,2000432931.0,18.0,10.5,13.0,11.25,9.0,9.333333333333334,8.75,12.75,11.25,5.5,11.25,15.875,9.8,11.5,13.0,12.0,8.0,9.666666666666666,13.0,13.25,vigo
Junior Esparragoza,2000179937.0,13.0,11.833333333333334,9.0,11.5,6.75,12.666666666666666,7.125,12.0,11.5,7.0,12.0,12.5,11.6,12.333333333333334,12.625,13.166666666666666,8.75,8.0,13.0,10.5,vigo
Germán,2000194475.0,18.0,11.166666666666666,13.0,11.25,10.5,8.666666666666666,10.5,11.25,11.25,8.5,11.25,16.25,9.6,11.5,14.25,11.333333333333334,9.0,11.666666666666666,16.0,11.25,vigo
Pedro Esperancinha,2000437963.0,11.0,13.333333333333334,10.0,11.25,8.25,12.833333333333334,7.875,15.75,11.25,8.5,10.5,11.875,12.7,11.5,14.0,15.5,7.25,8.833333333333334,14.0,9.75,vigo
Odilon Kossounou,93127195.0,17.0,13.166666666666666,13.0,14.75,10.75,12.333333333333334,10.375,12.25,14.75,7.5,15.25,11.0,12.2,14.166666666666666,14.0,13.333333333333334,14.0,11.666666666666666,13.0,14.75,villareal
Oriol Busquets,67225653.0,15.0,15.0,12.0,13.75,14.5,13.666666666666666,12.125,14.0,13.75,11.5,13.0,13.375,14.2,14.0,14.0,14.333333333333334,12.75,13.833333333333334,13.5,12.75,villareal
Didier,2000509916.0,10.0,12.666666666666666,15.0,12.0,14.0,13.333333333333334,13.75,13.5,12.0,10.5,13.5,14.0,12.4,12.666666666666666,15.5,14.333333333333334,13.0,14.333333333333334,15.0,14.5,villareal
