Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Tackling,Team
Vítor Ferreira,83174762.0,4.0,16.333333333333332,8.0,15.5,16.5,15.0,15.0,15.5,15.5,16.0,15.5,14.0,15.6,14.333333333333334,15.75,15.666666666666666,16.5,16.666666666666668,13.5,14.0,barc
Jonay Morán,2000194461.0,9.0,15.0,13.0,13.0,16.0,14.666666666666666,14.25,14.0,13.0,14.0,12.5,12.75,14.8,13.666666666666666,15.25,14.333333333333334,15.5,15.0,14.0,11.5,barc
Ilaix Moriba,67279753.0,15.0,14.666666666666666,12.0,13.5,17.0,16.333333333333332,14.25,14.0,13.5,16.5,12.75,13.75,15.6,12.833333333333334,15.75,14.333333333333334,13.5,15.666666666666666,14.5,13.0,barc
Phil Foden,28108494.0,6.0,15.666666666666666,10.0,12.5,17.5,16.0,15.5,15.0,12.5,17.0,15.5,12.25,16.0,11.666666666666666,16.5,15.0,16.5,16.333333333333332,13.5,12.0,barc
Dejan Kulusevski,43295814.0,13.0,16.0,9.0,13.0,16.5,16.333333333333332,16.0,14.5,13.0,16.5,14.5,14.0,16.0,11.333333333333334,15.5,15.333333333333334,15.0,16.333333333333332,15.0,12.0,barc
Gennady Korshunov,2000238109.0,13.0,10.833333333333334,14.0,13.0,15.75,13.333333333333334,13.75,10.25,13.0,14.5,12.25,11.875,12.0,11.333333333333334,15.375,11.0,17.0,15.333333333333334,16.0,11.25,barc
Joan Planchart,2000509911.0,8.0,15.666666666666666,10.0,14.0,13.5,14.333333333333334,11.5,16.0,14.0,10.75,13.0,17.875,14.8,14.666666666666666,16.875,16.0,12.25,13.333333333333334,17.25,13.0,barc
Unai Vencedor,67260207.0,7.0,14.666666666666666,10.0,14.25,15.0,13.166666666666666,13.375,13.25,14.25,13.0,13.75,12.625,13.5,13.833333333333334,15.25,14.166666666666666,11.75,14.833333333333334,15.0,13.25,bilbao
Íñigo Herrera,2000510687.0,10.0,11.666666666666666,9.0,9.5,14.0,9.666666666666666,14.0,10.5,9.5,14.5,11.0,12.5,10.4,9.0,16.75,11.0,12.0,14.0,13.5,10.5,bilbao
Fran Alonso,2000570282.0,13.0,11.833333333333334,14.0,10.25,14.5,11.833333333333334,13.75,12.0,10.25,14.5,12.0,12.75,12.1,8.833333333333334,15.5,11.5,12.5,15.0,12.0,9.5,bilbao
Romain Bertrand,2000438620.0,16.0,13.833333333333334,13.0,14.75,16.0,14.5,13.25,14.5,14.75,15.0,12.5,11.875,14.3,12.833333333333334,14.5,14.166666666666666,15.5,15.0,16.75,11.0,bilbao
Oihan Sancet,67260204.0,15.0,14.0,12.0,14.0,14.5,15.0,13.0,13.0,14.0,13.0,13.75,11.75,14.6,12.5,14.0,13.333333333333334,16.0,14.666666666666666,13.0,11.5,bilbao
Ander Guevara,67246381.0,12.0,14.0,10.5,12.5,14.75,12.666666666666666,12.25,13.5,12.5,14.0,13.0,13.75,13.1,13.333333333333334,11.375,13.833333333333334,11.25,14.166666666666666,12.0,12.5,bilbao
Javier Karanka,2000193733.0,8.0,12.166666666666666,10.0,9.5,12.75,10.333333333333334,13.5,13.75,9.5,13.0,7.25,11.375,11.8,8.0,14.25,12.0,11.0,13.333333333333334,13.25,9.25,bilbao
Aimar Oroz,67276375.0,5.0,12.166666666666666,7.0,10.5,16.0,14.333333333333334,13.375,13.5,10.5,15.75,12.0,10.0,13.8,9.833333333333334,12.5,12.5,10.5,14.166666666666666,10.75,8.25,bilbao
Jon Magunazelaia,2000438619.0,8.0,15.333333333333334,9.0,10.25,14.25,13.666666666666666,12.5,15.0,10.25,13.0,11.25,11.625,14.5,8.833333333333334,13.375,14.833333333333334,14.5,14.166666666666666,11.5,10.75,bilbao
Tarsi Bakero,2000193403.0,13.0,14.833333333333334,12.0,13.0,12.5,11.166666666666666,11.125,15.0,13.0,12.25,13.5,10.625,12.9,13.0,13.375,14.5,10.25,12.666666666666666,14.0,14.5,cadiz
Toni Dorado,2000197158.0,8.0,14.0,11.0,13.75,14.5,14.833333333333334,13.875,13.75,13.75,14.5,12.75,12.75,14.3,12.166666666666666,12.0,14.166666666666666,15.75,16.166666666666668,13.0,11.75,cadiz
Mateusz Bogusz,96129140.0,7.0,14.0,8.0,13.25,14.0,13.833333333333334,13.875,13.25,13.25,13.5,14.25,14.0,13.9,11.5,13.75,13.5,15.75,14.833333333333334,13.5,13.25,cadiz
Gerardo Gallardo,2000440602.0,5.0,10.166666666666666,8.0,8.5,14.0,12.166666666666666,12.375,9.0,8.5,14.75,11.0,10.125,10.9,7.666666666666667,15.375,10.166666666666666,12.5,13.666666666666666,8.5,9.5,cadiz
Tiago Geralnik,14224252.0,13.0,9.333333333333334,9.0,10.5,14.75,12.333333333333334,13.125,12.5,10.5,14.25,8.25,9.0,11.6,9.5,14.0,10.666666666666666,14.0,14.666666666666666,10.0,9.75,cadiz
Luciano Ferreyra,14227040.0,3.0,13.666666666666666,11.0,12.75,15.0,13.5,13.625,12.5,12.75,15.0,10.5,10.625,13.5,12.666666666666666,15.0,13.0,13.25,14.166666666666666,13.0,12.25,cadiz
Checa,2000438637.0,13.0,12.666666666666666,7.0,9.75,16.5,12.0,12.625,13.0,9.75,13.5,10.5,11.5,12.6,9.333333333333334,12.75,12.333333333333334,11.25,14.833333333333334,12.5,9.75,cadiz
Mamadou Loum,83100794.0,15.0,14.5,11.0,13.75,10.75,11.0,10.375,13.75,13.75,10.0,14.75,12.375,12.4,13.166666666666666,11.0,14.0,13.0,12.333333333333334,13.0,13.25,cadiz
Yesinguer Vinasco,2000415655.0,14.0,12.5,10.0,10.0,14.75,13.0,13.25,13.75,10.0,13.5,11.75,10.625,13.4,8.0,14.75,12.333333333333334,15.0,14.333333333333334,14.75,9.25,cadiz
Juan Luis,2000664823.0,13.0,12.166666666666666,10.0,13.75,10.0,10.0,10.5,16.5,13.75,7.75,10.5,14.0,11.2,12.5,11.75,14.5,8.25,11.666666666666666,12.75,14.0,cadiz
Karim Pérez,2000193717.0,16.0,10.333333333333334,14.0,9.5,9.75,11.333333333333334,7.375,14.5,9.5,8.75,9.25,13.5,10.6,10.333333333333334,13.25,13.666666666666666,6.0,8.666666666666666,15.5,10.5,coruna
Leander Dendoncker,18057380.0,14.0,12.166666666666666,14.0,12.25,10.0,11.666666666666666,11.25,13.75,12.25,8.0,13.25,14.25,11.8,12.5,10.25,13.333333333333334,10.5,12.0,12.0,12.75,coruna
Jan Crettaz,2000571662.0,9.0,13.333333333333334,14.0,10.5,14.0,12.333333333333334,10.5,12.5,10.5,13.5,10.5,15.0,12.0,11.333333333333334,13.75,14.0,10.0,11.666666666666666,13.5,13.0,coruna
Kepa Uriarte,67277833.0,15.0,9.333333333333334,8.0,11.0,13.75,12.0,13.875,12.0,11.0,13.25,11.25,11.25,11.2,9.5,14.25,10.666666666666666,13.0,14.0,11.5,8.75,coruna
Joaquín Correa,14042683.0,11.0,15.0,7.0,8.0,15.5,15.666666666666666,13.0,13.5,8.0,16.0,11.5,12.25,15.2,6.666666666666667,11.5,14.333333333333334,14.5,14.0,10.0,7.0,coruna
Luis Muñoz,90065199.0,12.0,10.166666666666666,11.0,10.5,10.25,12.333333333333334,7.875,13.5,10.5,8.5,12.5,12.0,10.8,11.0,10.875,13.5,7.25,9.333333333333334,9.5,11.0,coruna
Ismael Gutiérrez,67298778.0,6.5,11.5,8.0,10.0,14.5,11.166666666666666,11.125,13.0,10.0,12.25,11.0,12.0,11.5,11.5,13.25,12.166666666666666,7.5,11.833333333333334,10.75,11.25,coruna
Salva Gutiérrez,2000571656.0,6.0,14.0,7.0,11.25,13.25,12.833333333333334,12.75,12.75,11.25,10.25,9.75,12.375,13.3,9.833333333333334,11.75,13.166666666666666,12.25,14.0,11.0,10.75,coruna
Mirko Ladrón de Guevara,14197826.0,10.5,13.166666666666666,10.5,13.75,13.0,12.333333333333334,13.125,12.75,13.75,12.5,13.25,11.5,12.9,12.666666666666666,13.125,12.5,14.5,14.333333333333334,12.25,14.0,coruna
Pape Gueye,48043484.0,11.5,13.5,9.5,9.5,13.0,13.333333333333334,10.125,13.75,9.5,12.5,8.0,11.5,13.3,10.5,12.75,13.833333333333334,10.75,11.166666666666666,12.25,10.25,coruna
Rami Hajal,93099931.0,12.0,12.833333333333334,11.0,8.0,13.5,14.5,12.125,13.0,8.0,13.5,11.0,10.875,13.9,7.0,13.375,12.833333333333334,11.0,12.666666666666666,12.0,8.0,espanyol
Óscar Melendo,67214687.0,6.0,14.333333333333334,7.0,12.0,14.5,14.166666666666666,14.125,13.5,12.0,14.5,12.75,11.125,14.3,9.5,14.5,13.666666666666666,14.5,14.333333333333334,12.0,10.0,espanyol
Oier Zarraga,67260201.0,7.0,13.5,14.0,12.75,13.0,13.0,12.25,13.25,12.75,12.0,12.0,14.875,13.3,11.833333333333334,13.625,13.166666666666666,12.5,13.0,12.75,12.25,espanyol
Brais Méndez,67199158.0,10.0,13.333333333333334,9.0,11.5,16.0,14.333333333333334,15.125,15.5,11.5,13.5,11.75,10.25,14.2,9.166666666666666,12.25,14.333333333333334,14.5,15.0,9.0,10.25,espanyol
Carlos,2000202592.0,13.0,11.166666666666666,9.0,13.75,8.0,13.333333333333334,9.0,11.75,13.75,8.0,12.75,11.25,12.0,13.5,13.75,12.333333333333334,11.0,10.5,13.25,14.75,espanyol
Ulises Campus,2000273292.0,12.5,13.5,10.5,13.0,12.0,12.333333333333334,10.125,15.25,13.0,10.5,12.0,12.25,12.3,13.166666666666666,12.5,15.5,9.25,11.5,12.25,13.75,granada
Antonio Raúl Escuín,2000440594.0,16.0,9.666666666666666,11.0,13.0,10.25,12.666666666666666,10.875,14.0,13.0,8.75,12.75,13.0,11.0,13.0,13.75,13.333333333333334,9.5,11.666666666666666,12.5,13.5,granada
Serafín,2000512562.0,15.0,9.5,8.0,10.0,14.5,13.0,13.375,11.0,10.0,14.75,11.5,10.25,11.4,10.5,17.25,10.833333333333334,12.5,14.166666666666666,14.75,9.25,granada
Iván Martínez,2000510865.0,11.0,11.166666666666666,10.0,11.5,10.25,10.666666666666666,12.25,13.25,11.5,8.5,13.25,15.5,10.4,11.333333333333334,14.0,13.333333333333334,11.0,12.666666666666666,12.75,12.25,granada
Félix,2000192673.0,12.0,13.833333333333334,10.0,11.75,14.75,13.333333333333334,12.75,13.25,11.75,13.0,11.75,11.375,13.8,11.833333333333334,12.875,13.0,13.5,13.833333333333334,11.0,12.25,granada
Jose Luis,2000438355.0,14.0,15.5,11.0,12.0,15.0,16.833333333333332,14.5,17.5,12.0,15.5,12.0,12.0,16.3,11.0,14.625,16.833333333333332,13.5,15.666666666666666,13.5,12.0,granada
Olmo,2000512864.0,8.0,13.5,9.0,12.75,12.25,10.666666666666666,10.625,13.75,12.75,10.5,12.25,13.125,11.8,12.166666666666666,14.75,13.666666666666666,12.0,12.0,14.0,13.25,granada
Eugenio Caínzos,2000630560.0,5.0,12.333333333333334,10.0,9.25,16.75,12.833333333333334,13.75,11.75,9.25,12.75,9.25,12.5,12.9,8.166666666666666,14.5,11.5,11.25,15.333333333333334,12.5,8.75,granada
Jesse Lingard,28047560.0,5.0,13.666666666666666,3.0,9.0,14.0,13.166666666666666,11.375,14.75,9.0,12.5,12.0,14.0,13.3,7.166666666666667,9.875,14.5,13.75,11.833333333333334,7.25,8.5,granada
Alberto Quintana,67280840.0,17.5,14.833333333333334,12.5,12.5,12.5,13.0,11.625,15.75,12.5,12.5,11.5,11.0,13.9,12.5,12.0,15.166666666666666,12.25,13.166666666666666,10.75,11.75,granada
Edimilson Fernandes,98030084.0,14.5,11.5,8.0,11.0,14.0,12.5,12.375,12.0,11.0,12.75,11.5,10.25,12.1,11.166666666666666,11.0,11.833333333333334,11.5,12.833333333333334,11.75,11.25,granada
José María Garai,2000437777.0,6.5,13.833333333333334,9.5,11.25,16.0,14.0,12.625,13.25,11.25,11.0,9.75,12.25,13.9,10.333333333333334,12.625,13.5,13.0,14.0,11.25,11.0,granada
Migue Ortiz,2000630559.0,8.0,13.666666666666666,8.0,10.5,15.0,13.666666666666666,12.25,12.5,10.5,13.5,11.5,11.5,13.6,9.0,14.5,13.0,12.5,13.666666666666666,14.0,10.0,granada
José,2000570829.0,7.0,13.833333333333334,8.0,11.0,17.0,15.666666666666666,12.625,13.5,11.0,15.0,11.5,11.375,14.8,10.333333333333334,13.625,13.833333333333334,12.5,15.333333333333334,11.0,9.75,laspalmas
Leo Díaz,2000630127.0,5.0,13.0,7.0,9.5,16.5,12.666666666666666,12.75,13.0,9.5,16.5,12.0,8.75,13.0,10.333333333333334,17.0,12.666666666666666,13.0,14.0,11.5,8.0,laspalmas
Beñat Sanz,2000439251.0,7.0,14.333333333333334,12.0,11.5,14.5,14.0,13.0,12.5,11.5,13.0,13.0,10.25,14.2,9.0,12.25,13.0,13.5,15.666666666666666,12.5,9.5,laspalmas
Fajar Bayhaqi,2000439532.0,11.0,14.666666666666666,9.0,12.0,13.0,13.0,10.25,15.5,12.0,12.0,12.0,12.5,13.6,12.333333333333334,10.75,15.333333333333334,10.0,12.333333333333334,11.0,10.0,laspalmas
Paul Akouokou,33066648.0,15.5,12.833333333333334,12.0,12.0,12.5,12.833333333333334,10.125,13.5,12.0,9.75,13.0,12.75,12.7,12.5,12.5,13.5,9.5,11.166666666666666,13.25,12.75,laspalmas
Enzo Loiodice,49045906.0,5.0,14.5,6.0,14.0,14.5,13.5,13.875,14.0,14.0,13.25,15.0,10.0,13.9,13.333333333333334,12.5,14.166666666666666,14.25,15.333333333333334,12.0,13.5,laspalmas
0,85144993.0,6.5,13.5,7.5,13.75,13.5,12.333333333333334,12.125,12.25,13.75,12.5,12.75,13.5,12.9,12.0,13.375,12.5,14.0,13.333333333333334,11.25,13.5,laspalmas
Braian Cufré,14131295.0,7.0,13.666666666666666,7.0,12.0,12.5,12.666666666666666,12.125,13.5,12.0,12.25,13.0,13.5,13.2,11.666666666666666,12.625,13.333333333333334,12.75,13.0,10.5,11.0,leganes
Ifeanyi Mathew,53141633.0,7.0,13.833333333333334,11.0,13.25,15.0,12.833333333333334,13.5,14.5,13.25,13.25,13.5,12.125,13.7,11.5,12.0,13.5,12.75,14.666666666666666,11.75,12.0,leganes
Ryan Johansson,90086790.0,11.0,13.333333333333334,8.0,12.75,12.25,12.0,12.25,12.5,12.75,11.75,12.75,12.0,12.4,12.5,12.25,13.0,11.75,13.0,13.0,12.75,leganes
Àlex Collado,67246435.0,6.0,12.333333333333334,8.0,8.5,15.0,13.5,13.625,12.75,8.5,15.5,12.5,9.75,13.5,7.833333333333333,13.375,11.833333333333334,13.25,14.166666666666666,9.75,10.0,leganes
Olaus Skarsem,89051875.0,2.0,11.833333333333334,6.0,11.75,13.75,12.0,12.5,10.25,11.75,13.5,13.25,10.125,12.2,9.833333333333334,12.875,10.333333333333334,14.5,14.166666666666666,7.0,11.25,leganes
Óscar Clemente,67259874.0,9.0,13.166666666666666,8.0,13.5,14.25,13.0,13.25,13.75,13.5,12.0,12.75,12.375,13.2,12.0,12.75,13.333333333333334,13.0,14.0,10.75,12.25,leganes
Rodrigo Zalazar,67271371.0,10.5,11.166666666666666,8.0,11.5,13.5,11.5,12.625,11.5,11.5,12.25,12.5,12.5,11.5,11.833333333333334,11.25,11.166666666666666,11.0,12.833333333333334,10.75,8.75,leganes
Michel Vlap,215665.0,14.0,13.5,11.0,12.0,12.75,12.0,12.5,12.75,12.0,11.0,12.25,13.625,12.8,9.333333333333334,10.75,12.666666666666666,14.0,13.666666666666666,10.75,9.75,leganes
John McGinn,61043070.0,9.5,13.833333333333334,6.0,12.0,15.0,13.166666666666666,13.875,13.5,12.0,14.75,12.0,14.5,13.7,11.833333333333334,12.0,13.166666666666666,12.5,14.5,13.25,12.25,leganes
Lluís Recasens,67295940.0,14.0,8.0,9.0,11.0,9.5,10.666666666666666,8.0,11.5,11.0,8.5,11.5,8.75,9.4,12.666666666666666,11.75,10.666666666666666,8.5,8.666666666666666,9.5,11.0,leganes
Miguel,2000192899.0,9.5,13.833333333333334,7.5,9.0,14.5,13.333333333333334,12.375,14.75,9.0,14.0,9.5,10.25,14.1,7.833333333333333,15.75,13.5,13.25,14.166666666666666,12.75,8.75,leganes
Gonzalo Maroni,14137723.0,6.0,12.5,6.0,10.75,13.0,11.666666666666666,13.25,11.25,10.75,13.5,12.0,9.875,12.1,8.166666666666666,11.875,11.5,13.5,13.666666666666666,10.75,9.75,leganes
Amarildo Gojani,2000505067.0,8.0,12.666666666666666,10.0,9.5,16.5,14.0,13.0,11.5,9.5,15.0,9.5,10.25,13.2,8.666666666666666,15.25,12.333333333333334,14.5,14.0,14.0,8.0,leganes
Gianluca Bellucci,2000508898.0,11.0,11.0,6.0,11.0,15.0,11.333333333333334,13.25,11.0,11.0,15.0,9.0,11.75,10.8,10.333333333333334,12.75,11.666666666666666,12.0,13.666666666666666,12.5,10.5,leganes
Omar Rekik,91187786.0,11.0,12.333333333333334,13.0,14.5,13.0,11.333333333333334,12.75,12.5,14.5,10.5,15.0,11.0,11.6,13.0,13.5,12.666666666666666,12.0,14.0,10.5,14.0,realhisp
Gavi,2000049413.0,7.0,12.666666666666666,9.0,10.5,15.0,15.0,13.25,12.0,10.5,15.5,11.5,10.75,14.0,9.0,15.0,12.333333333333334,13.5,14.333333333333334,12.0,9.5,realhisp
Valentín Delmás,2000192672.0,12.0,14.833333333333334,9.0,10.25,15.0,13.333333333333334,12.125,14.5,10.25,12.75,12.0,12.625,14.0,11.166666666666666,13.5,14.5,10.0,12.833333333333334,13.25,10.75,realhisp
Alexis,2000438631.0,9.0,12.333333333333334,9.0,10.25,14.0,11.833333333333334,13.625,10.75,10.25,15.5,10.25,9.5,12.1,9.0,16.125,11.166666666666666,15.0,13.666666666666666,12.75,10.25,realhisp
Alfonso Miranda,2000629593.0,7.0,12.0,8.0,9.75,14.0,14.833333333333334,10.875,12.0,9.75,13.5,10.5,8.875,13.3,10.333333333333334,14.75,12.666666666666666,12.25,12.166666666666666,12.0,9.75,realhisp
Jose Carlos,2000438639.0,7.0,12.5,6.0,10.5,16.5,15.0,11.625,12.0,10.5,15.25,11.5,11.75,13.8,11.166666666666666,15.75,12.5,13.0,12.5,13.75,9.75,realhisp
Oumar Sangaré,2000629589.0,11.0,14.166666666666666,10.5,11.25,12.5,10.666666666666666,12.75,14.25,11.25,11.0,12.5,10.375,12.1,10.5,13.5,14.166666666666666,13.0,14.333333333333334,12.25,12.5,realhisp
Orel Mangala,18087973.0,9.5,14.166666666666666,10.5,13.5,13.5,12.333333333333334,12.375,13.25,13.5,14.5,14.0,14.5,13.1,12.833333333333334,14.0,13.5,13.25,13.833333333333334,14.25,13.25,realhisp
Franjo Lazar,2000028271.0,3.0,13.833333333333334,8.0,10.25,11.75,11.666666666666666,9.875,11.75,10.25,8.5,9.25,11.125,12.2,9.833333333333334,13.0,13.0,10.5,11.666666666666666,10.5,12.25,realhisp
Txus Alba,2000048420.0,5.0,13.0,9.0,11.75,13.5,12.833333333333334,13.5,12.25,11.75,13.5,11.75,11.5,13.1,9.666666666666666,13.125,12.166666666666666,14.0,14.5,10.75,11.25,realhisp
Eiður Gauti Sigurpálsson,2000355767.0,15.5,6.333333333333333,9.0,3.75,15.0,1.3333333333333333,9.375,4.0,3.75,15.0,0.0,10.375,4.6,2.5,12.75,2.6666666666666665,0.0,9.0,15.5,2.5,realhisp
Abel Angulo,2000438635.0,12.0,14.0,6.0,12.5,11.5,15.166666666666666,11.375,14.75,12.5,11.5,13.0,11.0,14.5,12.166666666666666,10.875,14.833333333333334,13.75,13.166666666666666,10.75,15.5,realhisp
Boubacar Kamara,48043084.0,14.0,15.666666666666666,14.0,14.5,13.5,13.5,13.375,14.5,14.5,13.0,14.25,14.25,14.1,14.666666666666666,15.75,15.333333333333334,12.5,15.0,15.5,15.0,rmdrd
Youri Tielemans,18077264.0,7.0,16.666666666666668,10.0,15.5,17.0,16.0,16.75,15.0,15.5,15.5,15.5,13.5,16.2,14.333333333333334,13.0,15.666666666666666,16.5,18.0,12.0,15.0,rmdrd
Juan Martín Sancho,2000377686.0,10.0,12.333333333333334,14.0,10.5,17.0,13.333333333333334,15.75,12.5,10.5,16.5,12.5,12.5,12.8,10.666666666666666,16.5,12.666666666666666,14.5,16.666666666666668,13.5,10.5,rmdrd
Abderrahmane Sefrioui,2000433189.0,12.0,13.333333333333334,9.0,12.5,15.5,10.333333333333334,11.0,15.0,12.5,12.0,12.5,14.75,11.8,13.0,16.75,14.0,12.5,12.333333333333334,17.0,13.0,rmdrd
Matías Zeiden,2000272732.0,9.0,14.833333333333334,10.0,14.0,18.5,13.833333333333334,16.0,14.5,14.0,15.5,13.5,13.75,13.9,13.666666666666666,14.75,15.166666666666666,15.25,17.666666666666668,15.0,13.0,rmdrd
Andrew Sinclair,2000432933.0,9.5,13.666666666666666,8.5,13.25,15.5,14.0,13.875,13.5,13.25,14.0,12.25,15.125,13.8,12.333333333333334,14.375,13.666666666666666,14.0,15.0,13.75,13.0,rmdrd
Isaac Guerra,2000439269.0,12.0,13.5,9.0,13.75,15.0,13.333333333333334,13.375,14.5,13.75,13.25,13.5,12.125,13.2,13.833333333333334,13.5,14.5,11.0,14.833333333333334,13.75,14.25,rmdrd
Denis Zakaria,98034601.0,15.0,13.0,11.0,12.0,13.0,12.666666666666666,11.25,12.5,12.0,12.0,13.0,15.75,12.6,12.0,14.0,13.0,13.0,12.333333333333334,14.0,14.0,rsana
