Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Tackling,Team
Oğuz Civelek,2000232509.0,14.0,12.333333333333334,13.0,14.0,17.0,13.5,14.375,13.0,14.0,15.0,13.25,12.875,13.1,11.166666666666666,16.75,12.666666666666666,17.0,15.666666666666666,16.5,11.0,amadrd
Péricles,2000410450.0,13.0,13.666666666666666,10.0,10.5,15.0,14.333333333333334,13.0,13.5,10.5,16.0,11.5,10.5,13.8,7.333333333333333,16.5,14.0,14.0,14.0,13.5,10.5,barc
Pierre Fournier,2000435814.0,7.0,12.666666666666666,13.0,12.5,17.5,14.333333333333334,14.25,12.5,12.5,16.0,13.5,11.0,13.6,11.0,16.5,12.666666666666666,14.5,15.333333333333334,12.5,10.0,barc
Radovan Drakulić,2000211170.0,15.0,14.0,17.0,14.0,16.0,14.666666666666666,13.75,13.5,14.0,16.0,15.0,11.75,14.0,11.0,16.75,14.333333333333334,16.0,15.333333333333334,18.5,12.0,barc
Harry Kane,28049320.0,11.0,17.333333333333332,13.0,15.0,15.5,15.666666666666666,17.0,16.5,15.0,13.0,16.5,16.0,16.4,13.333333333333334,9.75,16.666666666666668,17.5,17.333333333333332,11.0,15.0,barc
Gabriel Jesus,19220266.0,9.0,14.0,13.0,11.5,16.0,14.333333333333334,14.25,13.5,11.5,15.5,14.5,13.5,14.2,10.0,14.75,13.666666666666666,15.5,15.666666666666666,12.5,11.0,barc
Rodrygo,19306929.0,8.0,9.666666666666666,11.0,10.0,16.75,14.0,14.375,12.5,10.0,16.25,13.25,11.0,12.0,8.5,15.25,12.0,13.5,15.0,14.5,9.25,barc
Dejan Kulusevski,43295814.0,13.0,16.0,9.0,13.0,16.5,16.333333333333332,16.0,14.5,13.0,16.5,14.5,14.0,16.0,11.333333333333334,15.5,15.333333333333334,15.0,16.333333333333332,15.0,12.0,barc
Rayan Cherki,49056279.0,9.0,13.666666666666666,9.0,13.0,17.0,14.333333333333334,15.5,13.0,13.0,17.5,14.0,10.0,14.2,10.666666666666666,15.5,13.0,16.0,16.0,15.5,10.5,barc
Franck Lacroix,2000192663.0,15.0,12.166666666666666,10.0,10.5,16.25,15.0,11.875,11.5,10.5,17.5,11.5,9.75,13.2,9.333333333333334,17.125,12.833333333333334,14.25,13.0,15.0,9.25,barc
Gennady Korshunov,2000238109.0,13.0,10.833333333333334,14.0,13.0,15.75,13.333333333333334,13.75,10.25,13.0,14.5,12.25,11.875,12.0,11.333333333333334,15.375,11.0,17.0,15.333333333333334,16.0,11.25,barc
Mikel Garai,2000438623.0,12.0,13.333333333333334,12.0,11.75,17.0,15.5,14.625,13.5,11.75,16.5,13.0,10.625,13.9,11.0,14.25,14.666666666666666,16.75,15.833333333333334,15.0,11.25,bilbao
Carlos Bidaurrázaga,2000573859.0,11.0,12.333333333333334,9.0,13.0,14.0,13.0,13.5,12.5,13.0,13.0,13.5,13.25,12.2,12.0,15.5,13.333333333333334,17.5,13.666666666666666,12.5,13.0,bilbao
Romain Bertrand,2000438620.0,16.0,13.833333333333334,13.0,14.75,16.0,14.5,13.25,14.5,14.75,15.0,12.5,11.875,14.3,12.833333333333334,14.5,14.166666666666666,15.5,15.0,16.75,11.0,bilbao
Javier Arrue,2000438617.0,14.0,10.0,15.0,8.5,15.5,13.0,13.25,10.5,8.5,14.0,8.5,11.0,11.6,6.666666666666667,16.0,10.666666666666666,13.5,14.0,14.5,7.5,bilbao
Jon Magunazelaia,2000438619.0,8.0,15.333333333333334,9.0,10.25,14.25,13.666666666666666,12.5,15.0,10.25,13.0,11.25,11.625,14.5,8.833333333333334,13.375,14.833333333333334,14.5,14.166666666666666,11.5,10.75,bilbao
Henry Onyekuru,18093594.0,6.0,10.833333333333334,8.0,11.0,13.75,12.333333333333334,12.25,9.25,11.0,12.0,12.25,12.375,11.6,8.0,14.75,10.0,14.5,13.333333333333334,11.75,8.5,cadiz
Toni Dorado,2000197158.0,8.0,14.0,11.0,13.75,14.5,14.833333333333334,13.875,13.75,13.75,14.5,12.75,12.75,14.3,12.166666666666666,12.0,14.166666666666666,15.75,16.166666666666668,13.0,11.75,cadiz
Terry Ashton,2000505936.0,4.0,12.666666666666666,11.0,9.0,14.5,12.333333333333334,14.0,13.5,9.0,14.5,10.0,14.25,12.8,7.333333333333333,14.5,12.666666666666666,14.0,14.666666666666666,11.5,11.0,cadiz
Toni Martínez,67216151.0,14.0,13.5,12.0,10.25,13.25,12.333333333333334,12.0,12.25,10.25,11.5,13.75,12.625,12.8,9.5,12.625,12.666666666666666,14.0,12.833333333333334,13.5,11.75,cadiz
Yesinguer Vinasco,2000415655.0,14.0,12.5,10.0,10.0,14.75,13.0,13.25,13.75,10.0,13.5,11.75,10.625,13.4,8.0,14.75,12.333333333333334,15.0,14.333333333333334,14.75,9.25,cadiz
Juanmi Ávila,2000441358.0,12.0,14.0,12.0,10.0,13.5,12.5,10.875,16.25,10.0,12.0,11.0,9.5,13.3,8.166666666666666,11.875,15.166666666666666,14.25,11.5,13.25,9.0,cadiz
Ion Etxabe,2000514435.0,4.0,9.5,9.0,10.0,14.25,13.333333333333334,10.75,9.75,10.0,12.0,10.75,12.125,11.2,7.5,13.5,10.666666666666666,14.0,12.333333333333334,8.25,8.75,cadiz
Jose Antonio Molina,2000571459.0,13.5,13.0,6.0,9.25,11.25,15.833333333333334,10.625,13.5,9.25,14.0,10.5,10.625,14.5,8.0,14.75,13.666666666666666,14.75,12.5,11.25,7.75,cadiz
Tòfol Montiel,43459237.0,7.0,13.0,8.0,9.5,15.0,13.666666666666666,13.25,12.5,9.5,15.0,11.0,9.25,13.6,7.666666666666667,13.25,12.333333333333334,13.0,13.333333333333334,9.5,8.0,coruna
Saúl Rodríguez,2000440182.0,7.0,11.666666666666666,15.0,9.5,14.5,13.333333333333334,12.0,12.0,9.5,13.0,11.0,13.0,12.6,7.333333333333333,16.25,12.0,13.5,12.0,12.0,7.0,coruna
Joaquín Correa,14042683.0,11.0,15.0,7.0,8.0,15.5,15.666666666666666,13.0,13.5,8.0,16.0,11.5,12.25,15.2,6.666666666666667,11.5,14.333333333333334,14.5,14.0,10.0,7.0,coruna
Alberto Barace,2000663353.0,13.0,11.0,14.0,12.5,13.0,13.333333333333334,14.25,13.0,12.5,15.0,13.0,12.0,12.4,11.0,14.0,12.333333333333334,15.5,15.333333333333334,12.5,10.5,coruna
Iago Salamanca,2000710728.0,13.0,13.166666666666666,8.0,8.5,15.0,15.5,11.125,13.5,8.5,15.75,11.5,10.125,14.3,8.0,12.125,13.833333333333334,14.5,12.333333333333334,9.5,7.5,coruna
Nabil Touaizi,28113829.0,14.0,11.166666666666666,11.0,10.0,16.0,14.0,12.125,12.0,10.0,15.25,10.5,8.75,12.6,9.166666666666666,14.5,12.166666666666666,12.5,12.5,13.25,8.25,coruna
Ricardo,2000443686.0,15.0,10.166666666666666,7.0,9.5,10.5,13.666666666666666,10.875,10.5,9.5,12.75,10.5,11.25,11.8,8.833333333333334,15.5,11.166666666666666,11.5,11.166666666666666,12.25,7.25,coruna
David,2000441683.0,9.0,13.666666666666666,11.0,13.75,12.5,12.5,13.0,14.25,13.75,15.0,11.25,10.25,13.3,11.0,14.875,13.5,14.5,14.833333333333334,13.25,9.75,espanyol
0,29236380.0,14.0,11.0,9.0,11.5,11.0,12.333333333333334,11.25,12.5,11.5,13.5,12.0,13.25,11.8,10.333333333333334,15.75,12.0,14.5,12.666666666666666,13.0,11.5,espanyol
José Luis Ruano,2000572819.0,10.0,9.333333333333334,12.0,9.0,13.75,12.5,11.625,10.0,9.0,14.75,8.5,10.875,10.9,10.0,15.25,10.333333333333334,9.0,12.166666666666666,11.0,5.75,espanyol
Iván Martínez,2000510865.0,11.0,11.166666666666666,10.0,11.5,10.25,10.666666666666666,12.25,13.25,11.5,8.5,13.25,15.5,10.4,11.333333333333334,14.0,13.333333333333334,11.0,12.666666666666666,12.75,12.25,granada
Luis Suárez,76046285.0,13.0,12.333333333333334,13.0,9.5,13.0,14.0,12.25,11.5,9.5,12.5,12.25,16.0,12.8,7.833333333333333,14.75,12.666666666666666,14.0,12.333333333333334,13.5,9.0,granada
Jose Luis,2000438355.0,14.0,15.5,11.0,12.0,15.0,16.833333333333332,14.5,17.5,12.0,15.5,12.0,12.0,16.3,11.0,14.625,16.833333333333332,13.5,15.666666666666666,13.5,12.0,granada
Antonio Javier García,2000571328.0,7.0,11.333333333333334,12.0,11.5,14.5,14.166666666666666,12.5,12.0,11.5,15.0,12.0,11.625,12.7,9.666666666666666,15.25,12.333333333333334,12.5,13.0,14.0,8.25,granada
Moussa Djenepo,6601602.0,8.0,9.833333333333334,7.0,10.0,13.25,10.666666666666666,13.0,12.25,10.0,12.5,11.75,12.375,10.8,8.666666666666666,15.0,10.666666666666666,12.0,12.666666666666666,13.75,8.75,granada
Jesse Lingard,28047560.0,5.0,13.666666666666666,3.0,9.0,14.0,13.166666666666666,11.375,14.75,9.0,12.5,12.0,14.0,13.3,7.166666666666667,9.875,14.5,13.75,11.833333333333334,7.25,8.5,granada
0,2000189953.0,14.0,11.166666666666666,9.0,12.0,13.75,11.333333333333334,13.5,10.75,12.0,14.5,11.25,10.875,11.4,10.0,14.5,10.666666666666666,14.0,14.333333333333334,11.75,11.25,laspalmas
Carlos Hernandez,2000511264.0,8.0,14.666666666666666,9.0,11.5,13.5,13.333333333333334,13.5,15.5,11.5,14.5,12.0,12.75,14.0,9.5,15.75,15.0,15.0,13.333333333333334,11.5,8.5,laspalmas
Anders Nygaard,2000569028.0,13.0,14.666666666666666,9.0,11.5,14.5,12.666666666666666,13.5,14.0,11.5,11.0,14.0,11.5,13.8,9.333333333333334,13.25,13.666666666666666,16.5,14.333333333333334,14.0,11.0,laspalmas
Marian Vasilache,2000328740.0,12.0,11.333333333333334,17.0,9.5,12.5,12.666666666666666,9.0,13.0,9.5,12.5,10.75,11.0,11.8,8.166666666666666,13.25,13.0,11.5,10.333333333333334,16.5,8.5,laspalmas
Isaiah Álvarez,2000630129.0,12.0,9.166666666666666,7.0,10.25,13.0,12.166666666666666,14.5,12.5,10.25,13.75,10.5,13.125,10.9,8.833333333333334,13.25,11.5,13.25,14.666666666666666,11.25,11.5,laspalmas
Ángel Cabello,2000438822.0,13.0,14.166666666666666,12.0,13.25,15.5,12.666666666666666,13.5,14.75,13.25,14.5,13.0,10.125,13.7,11.833333333333334,14.625,13.833333333333334,15.5,14.666666666666666,14.75,9.75,leganes
Olaus Skarsem,89051875.0,2.0,11.833333333333334,6.0,11.75,13.75,12.0,12.5,10.25,11.75,13.5,13.25,10.125,12.2,9.833333333333334,12.875,10.333333333333334,14.5,14.166666666666666,7.0,11.25,leganes
Javier Pascua,2000573866.0,7.0,10.666666666666666,7.0,10.0,14.5,11.5,11.75,12.5,10.0,11.0,8.25,9.875,11.3,7.5,14.75,11.666666666666666,12.0,13.166666666666666,13.5,7.75,leganes
Álvaro Santamaría,67298126.0,13.0,10.5,15.0,10.5,15.0,11.0,10.0,11.75,10.5,14.0,10.25,12.125,10.8,9.333333333333334,14.0,11.333333333333334,12.0,11.333333333333334,15.0,8.75,leganes
Nils Mortimer,67265795.0,10.0,10.5,11.0,10.75,12.75,13.666666666666666,12.0,9.25,10.75,14.5,12.75,9.875,11.8,8.166666666666666,14.625,10.666666666666666,15.0,13.166666666666666,12.0,9.75,leganes
Michel Vlap,215665.0,14.0,13.5,11.0,12.0,12.75,12.0,12.5,12.75,12.0,11.0,12.25,13.625,12.8,9.333333333333334,10.75,12.666666666666666,14.0,13.666666666666666,10.75,9.75,leganes
Fran López,67279609.0,5.0,10.333333333333334,15.0,10.5,16.25,14.0,12.125,12.0,10.5,15.75,9.25,11.25,12.0,9.5,12.25,12.333333333333334,11.0,13.0,10.5,8.75,leganes
Gonzalo Maroni,14137723.0,6.0,12.5,6.0,10.75,13.0,11.666666666666666,13.25,11.25,10.75,13.5,12.0,9.875,12.1,8.166666666666666,11.875,11.5,13.5,13.666666666666666,10.75,9.75,leganes
Cheick Ibra Koné,2000631747.0,6.0,10.833333333333334,7.0,7.0,13.5,13.166666666666666,11.0,12.0,7.0,15.25,9.5,8.125,11.9,6.333333333333333,11.75,12.166666666666666,11.25,11.833333333333334,6.0,9.0,leganes
Alfonso Miranda,2000629593.0,7.0,12.0,8.0,9.75,14.0,14.833333333333334,10.875,12.0,9.75,13.5,10.5,8.875,13.3,10.333333333333334,14.75,12.666666666666666,12.25,12.166666666666666,12.0,9.75,realhisp
Atanas Yordanov,2000215422.0,12.0,10.5,10.0,11.0,14.5,13.666666666666666,12.375,10.0,11.0,14.75,11.5,10.75,11.8,9.166666666666666,15.5,11.166666666666666,13.5,13.833333333333334,14.75,9.25,realhisp
Giovanni Cabrera,2000439549.0,13.0,13.0,9.0,10.5,10.0,13.333333333333334,10.0,15.0,10.5,11.5,12.0,12.0,13.2,8.666666666666666,14.5,14.333333333333334,15.5,11.0,12.5,8.5,realhisp
Ignatius Ganago,49045927.0,7.0,9.5,13.0,9.0,12.5,13.0,11.875,11.5,9.0,12.75,12.0,11.25,11.2,10.166666666666666,14.25,11.5,12.5,12.5,15.25,9.25,realhisp
Abel Angulo,2000438635.0,12.0,14.0,6.0,12.5,11.5,15.166666666666666,11.375,14.75,12.5,11.5,13.0,11.0,14.5,12.166666666666666,10.875,14.833333333333334,13.75,13.166666666666666,10.75,15.5,realhisp
Marc Trives,2000439546.0,13.0,12.166666666666666,12.0,12.5,10.25,11.333333333333334,10.5,11.75,12.5,10.0,12.75,12.625,11.8,10.666666666666666,11.75,11.666666666666666,16.0,11.666666666666666,11.75,11.25,realhisp
Raheem Sterling,28054109.0,6.0,15.666666666666666,11.0,12.0,17.0,16.0,14.5,14.0,12.0,14.5,14.0,13.5,15.4,10.666666666666666,15.5,15.333333333333334,16.5,14.666666666666666,13.0,10.5,rmdrd
Lê,2000410610.0,13.0,12.5,16.0,11.75,16.0,13.166666666666666,13.25,12.0,11.75,16.5,13.5,13.5,12.5,11.5,16.875,12.833333333333334,13.5,14.333333333333334,15.5,9.5,rmdrd
Vinícius Júnior,19302146.0,7.0,13.166666666666666,9.0,10.75,14.5,14.5,13.75,13.0,10.75,17.0,13.0,15.5,13.7,8.833333333333334,15.625,13.5,14.0,14.0,12.5,8.0,rmdrd
Odsonne Edouard,48036880.0,14.0,11.0,13.0,11.0,14.5,11.666666666666666,13.75,11.5,11.0,14.5,14.0,12.25,11.4,9.666666666666666,12.75,11.333333333333334,15.0,14.333333333333334,14.5,12.0,rmdrd
Kylian Mbappé,85139014.0,7.0,15.333333333333334,9.0,12.5,17.0,18.0,16.0,14.0,12.5,18.0,17.0,11.25,16.2,10.0,18.25,15.666666666666666,19.5,16.333333333333332,13.5,10.5,rmdrd
Boris Peters,2000506902.0,13.0,10.0,9.0,10.5,16.5,14.333333333333334,13.25,11.5,10.5,17.0,12.5,11.0,12.0,9.0,16.25,12.0,15.5,15.0,13.0,9.0,rmdrd
Roberto Bonilla,2000569765.0,20.0,14.666666666666666,11.0,8.75,14.5,15.5,12.375,16.0,8.75,16.75,12.0,13.125,15.1,8.666666666666666,15.75,15.666666666666666,13.25,13.5,15.0,9.75,rmdrd
Gaetano Oristanio,43425611.0,10.0,14.0,10.0,11.5,15.0,14.333333333333334,14.25,13.5,11.5,15.0,13.0,10.0,14.2,10.0,15.0,13.666666666666666,15.0,15.333333333333334,14.0,11.0,rsana
Felipe,2000510074.0,13.0,11.333333333333334,11.0,10.0,10.5,12.0,11.25,12.0,10.0,13.0,11.5,13.0,11.6,9.333333333333334,14.5,12.0,13.0,11.0,15.0,9.0,rsana
Luka Bransteter,2000054638.0,14.0,12.333333333333334,12.0,10.5,14.0,14.0,11.5,11.5,10.5,13.5,13.5,14.25,13.2,9.0,15.0,12.0,15.0,12.333333333333334,13.5,10.0,rsana
Tibo De Vos,2000663034.0,11.0,11.666666666666666,9.0,10.0,16.0,15.0,12.75,11.0,10.0,13.0,11.0,10.25,12.8,8.333333333333334,15.25,12.666666666666666,13.0,13.666666666666666,10.5,11.0,rsana
Gabriel Martinelli,19351309.0,13.0,15.0,13.0,10.5,14.5,15.333333333333334,12.75,13.5,10.5,15.0,13.0,14.25,14.8,9.0,15.25,14.666666666666666,14.0,13.666666666666666,12.0,8.5,rsana
Adam Hlozek,31041522.0,14.0,10.333333333333334,10.0,10.0,13.5,14.333333333333334,12.0,10.5,10.0,13.0,13.5,11.75,12.2,9.333333333333334,15.5,11.333333333333334,13.5,13.0,14.5,10.5,rsana
Mikel Oyarzábal,67220143.0,11.0,15.0,12.0,13.5,16.0,15.0,15.0,14.0,13.5,15.5,14.5,14.75,15.0,13.0,14.0,14.333333333333334,15.5,16.0,14.0,13.5,rsana
Alvaro,2000510252.0,10.0,15.166666666666666,15.0,13.0,17.5,16.333333333333332,15.375,13.5,13.0,16.75,14.5,10.75,15.6,11.5,16.25,14.5,13.5,16.833333333333332,15.25,10.75,sevilla
Munir,67174735.0,7.0,13.833333333333334,8.0,11.5,15.75,14.333333333333334,14.25,12.75,11.5,13.5,12.75,11.625,14.2,8.666666666666666,12.25,13.0,14.0,14.666666666666666,11.75,9.25,sevilla
Rogelinho,2000439844.0,10.0,12.666666666666666,8.0,9.5,12.5,14.0,11.25,15.0,9.5,13.5,9.5,9.75,14.0,7.0,15.0,13.333333333333334,12.0,12.0,7.5,9.0,sevilla
Lucas Ocampos,14031132.0,12.0,11.0,12.0,10.0,14.75,13.666666666666666,13.625,13.0,10.0,13.25,12.25,15.75,12.6,7.5,11.5,12.333333333333334,13.5,13.666666666666666,11.5,8.75,sevilla
Gonçalo Ramos,83209468.0,14.0,14.5,14.0,12.75,13.25,14.666666666666666,13.75,13.25,12.75,13.5,15.25,11.875,14.4,10.166666666666666,13.125,14.0,16.5,15.5,13.0,12.25,sevilla
Rasmus Højlund,27160181.0,16.0,11.333333333333334,13.0,9.5,12.5,11.0,10.5,12.0,9.5,12.5,11.0,13.25,11.0,7.333333333333333,13.0,12.0,13.0,11.666666666666666,12.5,8.0,sevilla
Bartol Barišić,24065111.0,15.0,13.333333333333334,15.0,11.5,15.5,14.666666666666666,12.5,13.0,11.5,13.5,15.0,12.25,13.4,9.0,12.5,14.333333333333334,16.0,14.0,13.5,10.0,vale
Gabriel Jesus,19220266.0,9.0,14.0,13.0,11.5,16.0,14.333333333333334,14.25,13.5,11.5,15.5,14.5,13.5,14.2,10.0,14.75,13.666666666666666,15.5,15.666666666666666,12.5,11.0,vale
Joaquín Salgado,2000272916.0,6.0,13.0,13.0,11.5,13.5,13.333333333333334,11.75,14.0,11.5,14.0,12.0,9.5,13.0,9.0,15.0,14.0,16.0,13.0,11.5,8.5,vale
Nico Serrano,67295206.0,13.0,13.666666666666666,11.0,7.5,15.5,13.833333333333334,12.375,13.25,7.5,15.5,10.5,9.0,13.7,7.5,15.75,13.5,13.75,13.166666666666666,12.75,11.0,vale
Adrian,2000193185.0,4.5,14.0,9.0,11.0,14.25,14.0,13.375,16.5,11.0,15.25,10.25,14.0,14.2,10.166666666666666,13.75,15.333333333333334,14.0,14.666666666666666,13.5,8.75,vale
Mohamed Cissé,2000565877.0,7.0,12.0,11.0,11.0,13.5,13.666666666666666,13.5,12.5,11.0,14.5,13.0,12.5,12.4,10.666666666666666,15.25,13.333333333333334,14.5,14.0,13.0,11.0,vallecano
Yann Karamoh,85144982.0,13.0,10.166666666666666,9.0,11.5,13.25,10.0,13.5,9.75,11.5,13.0,10.75,8.875,10.4,8.5,14.0,9.333333333333334,12.5,13.333333333333334,11.75,8.25,vallecano
Roberto,2000440887.0,9.0,15.166666666666666,7.0,11.25,12.25,15.833333333333334,13.0,13.25,11.25,15.5,12.25,10.375,15.1,9.166666666666666,15.875,14.666666666666666,17.0,15.5,13.0,12.25,vallecano
Alberto Leon Fernández,2000631656.0,12.0,10.166666666666666,7.0,7.0,11.5,12.166666666666666,9.25,10.0,7.0,12.75,8.5,9.875,11.3,7.0,16.25,10.166666666666666,11.75,9.833333333333334,11.0,9.0,vallecano
Eugenio,2000632614.0,6.0,13.0,9.0,10.5,12.0,13.666666666666666,11.75,15.5,10.5,11.5,9.75,10.5,13.4,9.166666666666666,15.75,14.666666666666666,12.0,11.666666666666666,13.0,8.25,vallecano
Mama Baldé,55070279.0,9.0,12.666666666666666,8.0,8.0,11.5,11.833333333333334,9.875,10.75,8.0,11.5,8.5,12.0,12.1,8.166666666666666,13.125,11.5,11.75,10.166666666666666,10.75,9.0,vallecano
Juan Artola,67260216.0,7.0,12.5,8.0,11.25,11.75,13.333333333333334,11.25,11.75,11.25,12.0,11.25,9.625,12.8,10.5,11.625,12.333333333333334,14.0,11.5,8.5,12.75,vallecano
Julio Villalba,79028819.0,9.0,12.5,15.0,10.5,13.75,11.333333333333334,12.25,12.25,10.5,12.0,11.25,16.625,12.2,8.0,13.5,11.666666666666666,13.0,13.333333333333334,12.75,9.25,vallecano
Yago Freitas,2000570843.0,6.0,13.0,8.0,11.5,13.5,14.666666666666666,13.75,12.5,11.5,16.5,12.5,11.25,13.6,9.333333333333334,16.0,13.333333333333334,16.0,15.0,13.0,9.5,vigo
Christian Kouamé,43201838.0,13.0,14.333333333333334,11.0,9.5,13.0,14.5,11.375,13.25,9.5,13.5,14.5,12.25,14.3,7.833333333333333,15.375,13.833333333333334,15.75,12.833333333333334,12.25,10.0,vigo
Dawid Kownacki,96059679.0,13.0,12.833333333333334,12.0,9.75,12.0,12.333333333333334,12.0,13.25,9.75,11.0,13.0,14.625,12.7,8.833333333333334,13.875,12.833333333333334,14.0,12.666666666666666,12.75,10.75,vigo
Reiss Nelson,28107919.0,6.0,10.5,5.0,9.5,14.5,13.0,12.125,11.0,9.5,14.75,10.5,12.0,12.0,8.833333333333334,14.5,10.833333333333334,11.5,12.5,10.75,8.75,vigo
Mohamed Cisse,2000509917.0,5.0,12.166666666666666,12.0,10.75,13.25,12.666666666666666,13.25,11.25,10.75,13.5,13.75,9.375,12.2,9.166666666666666,14.625,12.0,17.5,14.5,11.5,11.75,villareal
Faustino,2000438001.0,5.0,11.666666666666666,10.0,12.0,16.0,14.333333333333334,15.25,11.5,12.0,15.5,14.5,11.75,12.8,10.333333333333334,17.0,12.333333333333334,17.0,16.666666666666668,14.0,11.0,villareal
Fernando Niño,67258829.0,18.0,13.833333333333334,15.0,11.5,12.5,13.833333333333334,12.125,13.5,11.5,13.0,14.0,12.375,13.5,10.333333333333334,11.125,14.166666666666666,15.0,13.0,11.0,11.5,villareal
Yesinguer Vinasco,2000415655.0,14.0,12.5,10.0,10.0,14.75,13.0,13.25,13.75,10.0,13.5,11.75,10.625,13.4,8.0,14.75,12.333333333333334,15.0,14.333333333333334,14.75,9.25,villareal
Álex,2000509919.0,10.0,14.0,7.0,7.0,11.0,12.166666666666666,9.625,16.75,7.0,13.0,9.5,11.75,13.5,6.5,14.625,14.833333333333334,10.75,9.833333333333334,10.25,7.5,villareal
Ismaïla Sarr,48042766.0,8.0,11.0,7.0,10.0,13.0,13.0,12.5,10.5,10.0,13.0,12.0,12.75,11.8,9.0,15.0,11.333333333333334,13.0,12.666666666666666,13.0,8.25,zaragoza
Jorge Cañadas,2000511078.0,14.0,11.5,13.0,10.0,16.5,15.0,12.375,11.0,10.0,14.75,12.0,10.5,13.0,9.833333333333334,15.25,12.166666666666666,13.5,13.5,15.25,8.25,zaragoza
Dídac,2000437768.0,10.0,12.333333333333334,15.0,11.0,15.5,15.0,11.25,14.0,11.0,15.5,12.5,14.0,13.6,10.666666666666666,12.0,14.0,13.5,13.666666666666666,12.0,10.5,zaragoza
Fernando Silva,2000439540.0,9.0,14.5,11.0,8.5,15.75,16.666666666666668,11.25,15.5,8.5,14.5,10.0,12.25,15.4,7.333333333333333,18.0,15.833333333333334,13.25,11.5,13.5,7.75,zaragoza
Luis Carbonell,95078291.0,7.0,12.666666666666666,8.0,12.75,14.0,13.833333333333334,12.875,11.75,12.75,14.5,12.75,11.375,13.3,10.833333333333334,14.0,12.166666666666666,14.75,13.833333333333334,12.5,11.25,zaragoza
