Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
Gabriel Jesus,19220266.0,15.0,16.0,14.0,16.0,9.0,15.0,14.0,15.0,13.0,8.0,14.0,11.0,7.0,15.0,16.0,15.0,17.0,14.0,13.0,11.0,16.0,7.0,13.0,12.0,13.0,14.0,11.0,13.0,7.0,14.0,14.0,10.0,8.0,15.0,6.0,14.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,31.0
Predrag Rajković,62076152.0,13.5,16.5,14.0,15.0,20.0,18.0,12.0,18.0,15.0,20.0,17.0,11.0,8.0,12.5,7.5,13.5,9.0,21.0,15.0,6.0,6.5,6.5,3.0,15.0,21.5,17.0,21.0,18.0,6.5,17.0,20.0,2.5,21.0,18.0,10.5,15.0,15.0,16.0,22.5,20.0,12.0,12.0,14.0,21.5,18.5,20.0,15.0,32.0
Ivo Gujinović,2000565341.0,20.0,27.0,20.0,26.0,8.0,10.0,15.5,14.5,23.0,16.0,22.0,4.5,11.5,7.5,15.5,10.0,15.5,24.5,27.0,14.0,13.0,15.0,13.0,11.0,16.5,24.0,12.0,16.0,13.0,14.0,24.5,9.5,17.0,14.0,10.0,12.5,2.0,3.5,3.0,4.0,1.0,6.5,3.0,4.0,4.0,2.0,2.5,19.0
Morten Thorsby,53098756.0,19.5,18.5,19.5,26.0,19.5,12.0,11.0,21.5,23.0,19.5,18.0,6.0,7.5,16.5,17.0,13.0,14.0,17.0,15.5,10.0,11.0,12.0,21.0,19.5,16.5,19.5,14.0,29.0,19.5,12.0,28.0,15.0,19.5,27.0,9.5,8.0,4.5,2.0,5.0,2.0,3.0,3.5,2.5,1.0,2.0,4.5,3.5,32.0
Joaquín Salgado,2000272916.0,17.0,15.0,16.0,13.0,6.0,15.0,16.0,16.0,15.0,7.0,8.0,6.0,6.0,16.0,16.0,11.0,12.0,14.0,13.0,11.0,13.0,1.0,13.0,9.0,5.0,12.0,11.0,11.0,4.0,10.0,15.0,8.0,9.0,13.0,3.0,15.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,22.0
Aron Ehlers,2000194937.0,14.0,18.0,17.0,18.0,13.0,14.0,15.0,19.5,18.0,15.0,15.5,24.0,12.5,12.0,19.5,20.0,25.5,15.0,24.0,13.5,21.5,9.5,5.0,12.5,15.0,22.5,13.0,22.5,9.5,20.0,21.5,18.5,20.0,20.0,15.0,9.0,3.5,2.5,4.5,3.0,5.0,1.0,2.5,2.0,4.5,3.0,4.5,23.0
Sheldon Peltier,2000187635.0,18.5,21.5,25.5,15.5,15.0,19.5,15.5,16.5,21.5,13.0,19.5,9.0,15.0,6.0,20.0,17.0,23.0,18.5,21.5,11.0,10.5,10.0,11.0,15.5,24.0,22.5,19.5,15.0,10.0,21.0,18.0,14.0,8.0,17.0,18.0,11.0,3.0,3.5,3.0,2.5,3.0,5.0,3.5,6.0,2.5,3.0,2.5,23.0
Mouctar Diakhaby,48036643.0,18.5,18.0,17.0,23.0,16.0,13.5,15.0,18.0,21.5,16.0,24.0,9.0,9.0,9.0,9.0,18.5,15.5,18.0,21.5,8.0,13.5,13.0,15.0,20.0,22.5,21.0,19.5,14.0,14.0,14.0,17.0,6.5,17.0,21.5,4.5,12.0,3.0,3.5,1.0,4.5,2.5,2.0,3.5,3.0,4.5,3.0,1.0,31.0
Malcom,19229435.0,15.0,17.0,15.0,10.0,7.0,15.0,15.0,13.0,12.0,7.0,11.0,16.0,14.0,11.0,16.0,14.0,17.0,15.0,13.0,14.0,18.0,3.0,8.0,7.0,10.0,15.0,10.0,14.0,4.5,16.0,11.0,14.0,9.0,14.0,8.0,12.0,4.0,2.5,5.5,3.0,2.5,2.0,4.0,2.0,4.0,4.0,4.0,31.0
Nicolas Cozza,49037761.0,13.0,15.0,13.0,12.0,10.0,13.0,11.0,14.0,15.0,15.0,14.0,7.0,8.0,8.0,12.0,13.0,12.0,15.0,13.0,9.0,11.0,12.0,13.0,10.0,12.0,15.0,13.0,11.0,13.0,13.0,14.0,11.0,11.0,13.0,11.0,8.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,29.0
Rodri,67217524.0,13.0,13.0,12.0,14.0,15.0,15.0,11.0,16.0,13.0,15.0,14.0,7.0,7.0,6.0,12.0,15.0,13.0,16.0,15.0,12.0,11.0,14.0,12.0,10.0,10.0,13.0,11.0,13.0,12.0,14.0,15.0,7.0,11.0,13.0,9.0,7.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,32.0
Nico Serrano,67295206.0,16.0,27.0,14.0,15.5,13.0,16.0,23.0,18.0,11.0,3.0,12.0,12.0,15.0,16.5,21.5,17.0,21.5,20.0,20.0,18.5,19.5,13.5,11.0,17.0,3.0,21.0,11.0,15.0,10.5,21.0,18.0,14.0,14.0,18.5,15.0,8.0,6.0,3.0,2.5,4.5,3.0,3.0,3.5,4.5,2.0,6.0,2.5,25.0
Cristhian Mosquera,2000030816.0,18.5,18.0,18.5,18.5,13.0,12.0,12.0,16.5,23.0,13.0,25.5,6.0,16.5,7.5,9.0,17.0,11.0,16.5,21.5,14.0,10.5,12.0,14.0,11.0,16.5,21.0,18.0,8.0,13.0,15.5,15.5,6.5,17.0,21.5,16.5,3.0,2.5,3.0,1.0,6.0,3.0,2.5,3.0,3.0,3.0,3.0,2.0,24.0
Hugo Montañana,2000034349.0,20.0,24.0,21.5,21.5,12.0,18.0,16.5,13.5,20.0,13.0,18.0,13.5,15.0,9.0,15.0,18.5,24.5,16.5,24.5,15.5,18.0,11.0,12.0,21.5,15.0,18.0,10.5,11.0,12.0,17.0,12.5,17.0,17.0,17.0,13.5,6.0,2.5,3.0,1.0,4.5,3.0,3.0,5.0,3.0,3.0,2.0,1.0,25.0
Georges Teixeira,2000187375.0,19.5,17.0,18.0,24.0,12.0,17.0,8.0,14.0,22.5,14.0,21.0,8.0,9.0,6.5,11.0,19.5,13.5,15.5,22.5,12.0,9.0,13.0,18.0,18.0,24.5,20.0,17.0,12.0,13.0,16.5,15.0,12.0,10.5,22.5,9.5,6.5,2.5,6.0,2.5,3.0,6.0,2.5,6.0,2.5,5.0,1.0,3.0,23.0
Luís Pereira,2000188430.0,20.0,19.5,17.0,21.5,8.0,15.0,13.5,16.5,23.0,19.5,22.5,13.5,13.5,10.5,13.5,17.0,18.5,25.5,21.5,17.0,15.0,16.0,9.0,14.0,25.5,25.5,16.5,19.5,15.0,17.0,15.5,15.5,6.5,11.0,15.0,10.5,2.5,5.0,2.0,4.5,3.5,2.0,3.5,4.5,2.5,2.5,2.5,23.0
Adrian,2000193185.0,18.0,20.0,16.5,22.5,6.0,18.5,21.5,18.5,19.5,12.5,10.5,11.0,10.5,20.0,21.5,22.5,22.5,18.5,24.0,16.5,18.0,6.0,9.0,13.5,28.0,24.5,14.0,17.0,12.0,18.0,24.0,13.5,6.0,18.0,11.0,11.0,1.0,7.5,3.0,2.0,3.0,2.5,4.5,3.0,3.0,1.0,2.5,23.0
Josema,2000439264.0,11.0,16.0,14.0,15.0,15.0,11.0,8.0,11.0,12.0,12.0,13.0,11.0,7.0,6.0,8.0,11.0,7.0,13.0,13.0,6.0,5.0,14.0,8.0,7.0,18.0,14.0,14.0,14.0,13.0,7.0,18.0,7.0,10.0,13.0,5.0,8.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,22.0
