Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Tackling
Hervé Alves,2000566859,4.0,8.333333333333334,10.0,8.0,13.0,11.666666666666666,10.75,10.0,8.0,13.0,9.0,9.0,9.8,7.333333333333333,14.5,10.333333333333334,11.0,11.666666666666666,9.0,7.0
Cédric Picard,2000566055,14.0,9.333333333333334,8.0,10.5,6.5,9.0,7.5,11.5,10.5,5.5,11.0,14.0,8.8,10.0,10.0,11.333333333333334,8.5,8.333333333333334,10.5,11.0
Diego Sarriegi,2000439257,5.0,10.333333333333334,15.0,8.5,11.0,11.0,10.0,10.0,8.5,12.5,9.0,8.25,10.6,7.0,12.5,10.333333333333334,10.0,10.0,11.0,7.5
Juraj Horvath,2000189395,10.0,11.0,10.0,7.0,14.5,12.333333333333334,10.75,11.5,7.0,13.0,9.0,8.5,11.4,6.0,9.75,12.0,10.0,12.0,9.0,6.5
William Christoffersen,2000659946,12.0,10.0,2.0,10.0,6.5,10.0,6.5,9.5,10.0,3.0,9.0,10.5,8.8,7.0,12.0,11.666666666666666,5.5,8.333333333333334,9.0,5.5
Evangelos Alexopoulos,2000658599,8.0,8.0,6.0,6.0,10.0,8.666666666666666,11.5,8.0,6.0,11.5,8.0,9.75,8.2,5.333333333333333,13.25,8.333333333333334,10.5,11.0,8.0,6.0
Asgeir Granås,2000657174,18.0,8.666666666666666,6.0,10.5,10.5,8.666666666666666,8.0,10.0,10.5,8.5,9.5,10.0,8.4,11.0,12.5,10.0,7.5,8.666666666666666,10.5,10.5
Aitor Morcillo,2000631374,14.0,12.666666666666666,6.0,10.0,11.0,9.333333333333334,9.25,15.0,10.0,10.0,10.0,12.25,11.2,9.666666666666666,12.0,13.333333333333334,8.5,10.0,10.0,11.0
Juan Manuel,2000629223,14.0,10.666666666666666,1.0,10.0,4.5,8.0,6.25,9.0,10.0,4.0,10.5,11.25,9.0,7.0,10.75,9.666666666666666,5.0,7.666666666666667,9.0,6.0
Ruymán,2000442664,14.0,10.666666666666666,7.0,9.0,10.0,10.666666666666666,11.25,11.5,9.0,9.5,8.5,11.5,10.8,8.0,13.25,11.0,10.5,11.333333333333334,11.5,8.0
Iñaki Vélez,2000439250,17.0,9.666666666666666,8.0,10.5,6.0,8.333333333333334,6.5,11.5,10.5,6.0,10.0,12.25,9.0,10.0,11.25,10.666666666666666,8.5,7.333333333333333,12.0,10.5
Ramazan Cengiz,2000435409,9.0,10.0,5.0,7.5,10.0,10.0,9.5,8.0,7.5,10.0,8.0,7.5,9.6,6.333333333333333,13.25,9.333333333333334,11.5,10.333333333333334,8.0,6.0
Héctor Otiniano,2000647504,4.0,13.0,6.0,8.5,12.5,11.333333333333334,10.0,16.5,8.5,11.5,10.5,10.5,12.8,8.666666666666666,12.0,14.0,8.5,10.333333333333334,11.0,8.5
Jorge,2000571911,5.0,10.333333333333334,7.0,10.0,12.5,9.333333333333334,9.25,12.0,10.0,9.0,10.0,12.5,9.4,10.0,12.25,12.0,8.5,10.666666666666666,14.0,9.5
Armando D'Amato,2000567834,14.0,11.666666666666666,12.0,10.5,9.5,10.666666666666666,7.75,12.0,10.5,8.5,9.5,12.75,11.0,10.666666666666666,11.0,12.0,8.0,8.666666666666666,10.0,11.0
Cláudio Mendes,2000565719,13.0,9.0,1.0,11.5,7.0,8.0,8.0,11.5,11.5,4.5,11.0,11.75,8.4,8.0,12.75,10.666666666666666,4.5,9.666666666666666,12.0,5.5
Emanuel Busnja,2000567525,13.0,9.333333333333334,1.0,8.0,4.5,7.666666666666667,6.5,9.0,8.0,4.0,8.5,8.25,8.4,6.0,11.75,9.0,4.0,7.666666666666667,11.0,4.5
Mikel Oyarzun,2000439254,15.0,8.333333333333334,8.0,9.5,12.5,7.333333333333333,7.75,12.5,9.5,9.5,9.0,13.75,8.2,9.0,9.0,10.333333333333334,4.5,9.0,12.0,6.0
