Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
Rodrygo,19306929.0,15.0,23.0,15.0,16.5,8.0,16.0,21.5,18.5,21.0,9.5,19.5,12.5,10.5,23.0,20.0,21.0,25.5,15.5,24.0,16.5,21.0,7.5,11.0,10.5,12.5,21.5,14.0,23.0,7.5,13.5,12.0,18.0,16.5,19.5,12.5,15.5,2.0,3.0,3.5,2.0,4.5,2.0,6.0,2.0,5.0,2.0,3.5,27.0
Dejan Kulusevski,43295814.0,15.0,16.0,15.0,14.0,13.0,16.0,16.0,15.0,16.0,11.0,14.0,12.0,12.0,14.0,15.0,17.0,17.0,17.0,16.0,12.0,16.0,9.0,9.0,11.0,13.0,16.0,14.0,18.0,8.0,18.0,13.0,15.0,12.0,15.0,5.0,12.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,28.0
Rayan Cherki,49056279.0,15.0,17.0,15.0,10.0,9.0,17.0,18.0,17.0,14.0,9.0,11.0,14.0,15.0,14.0,15.0,14.0,17.0,13.0,14.0,13.0,16.0,4.0,9.0,6.0,9.0,15.0,16.0,15.0,6.0,16.0,12.0,14.0,11.0,14.0,5.0,12.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,25.0
Unai Simón,67200923.0,14.0,14.0,13.0,12.0,15.0,13.0,3.0,16.0,12.0,16.0,14.0,9.0,4.0,1.0,1.0,13.0,13.0,15.0,15.0,1.0,2.0,1.0,12.0,7.0,12.0,8.0,12.0,14.0,2.0,15.0,12.0,2.0,13.0,13.0,3.0,4.0,17.0,16.0,15.0,7.0,14.0,13.0,9.0,17.0,16.0,13.0,17.0,31.0
Sergio Reguilón,67211900.0,18.0,24.0,21.0,24.0,7.0,18.5,18.0,17.0,22.5,14.0,21.5,12.5,15.5,14.0,27.0,19.5,19.5,22.5,19.5,16.5,18.5,14.0,11.0,18.0,21.5,20.0,15.5,15.0,13.0,18.0,21.0,19.5,16.5,21.0,17.0,18.0,2.0,2.5,2.5,3.5,2.0,4.5,4.5,5.0,3.5,3.0,2.0,31.0
Tomás Esteves,83228786.0,16.0,16.0,16.0,14.0,15.0,13.0,13.0,15.0,16.0,14.0,15.0,7.0,11.5,10.0,24.0,13.0,14.0,13.0,14.0,11.5,19.0,12.0,9.0,9.0,10.0,15.0,12.0,12.0,13.0,20.5,13.0,16.5,10.0,14.0,16.0,18.0,2.5,2.0,2.0,2.5,3.0,4.5,2.0,4.0,2.0,5.5,2.5,26.0
Sergi Ruiz,2000155987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Franck Lacroix,2000192663.0,17.0,27.0,15.0,18.0,15.0,16.0,27.0,18.5,21.0,11.0,14.0,15.5,17.0,23.0,22.5,13.5,24.0,22.5,19.5,18.0,23.0,7.5,10.0,9.0,12.5,26.0,12.0,15.5,9.5,16.5,13.5,12.0,13.5,15.0,5.0,10.5,3.0,3.0,2.5,3.0,2.0,4.5,3.0,3.5,2.5,3.0,3.0,23.0
Gennady Korshunov,2000238109.0,17.0,18.0,13.0,12.0,13.0,15.0,18.0,25.5,16.5,12.0,9.5,13.5,12.5,24.0,24.0,17.0,24.0,18.0,19.5,15.0,20.0,6.5,14.0,17.0,18.0,28.0,13.0,21.0,11.0,18.5,9.5,12.5,15.5,24.5,9.0,19.5,3.0,2.5,3.0,2.0,3.5,2.0,3.0,3.5,3.0,3.0,3.0,22.0
Joan Planchart,2000509911.0,15.0,28.0,16.0,18.0,8.0,13.0,10.5,19.0,16.0,15.0,19.0,13.5,10.0,15.0,16.5,13.0,14.0,16.0,14.0,19.0,19.0,13.0,10.0,19.0,27.0,25.5,17.0,16.0,16.0,19.0,18.0,8.5,20.5,20.5,11.5,10.5,2.5,5.5,5.5,2.5,4.0,3.0,2.5,2.0,2.5,2.0,4.0,21.0
