Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Tackling
Rodrygo,19306929.0,8.0,13.666666666666666,11.0,14.0,20.75,20.166666666666668,20.75,18.0,14.0,23.5,19.0,15.625,17.2,11.833333333333334,18.625,17.166666666666668,19.25,21.666666666666668,17.75,13.0
Dejan Kulusevski,43295814.0,13.0,16.0,9.0,13.0,16.5,16.333333333333332,16.0,14.5,13.0,16.5,14.5,14.0,16.0,11.333333333333334,15.5,15.333333333333334,15.0,16.333333333333332,15.0,12.0
Rayan Cherki,49056279.0,9.0,13.666666666666666,9.0,13.0,17.0,14.333333333333334,15.5,13.0,13.0,17.5,14.0,10.0,14.2,10.666666666666666,15.5,13.0,16.0,16.0,15.5,10.5
Unai Simón,67200923.0,15.0,14.0,12.0,16.0,13.0,10.666666666666666,11.0,13.5,16.0,8.0,15.0,11.25,11.8,11.333333333333334,12.25,14.0,8.5,14.0,10.0,8.5
Sergio Reguilón,67211900.0,7.0,20.5,11.0,15.5,19.0,20.166666666666668,18.875,20.25,15.5,18.75,19.25,19.625,19.9,14.666666666666666,20.75,21.0,22.0,18.666666666666668,17.75,15.5
Tomás Esteves,83228786.0,15.0,15.5,9.0,14.5,13.5,15.333333333333334,14.625,13.5,14.5,13.5,15.0,11.25,15.9,14.0,15.75,13.333333333333334,19.5,14.0,13.5,13.5
Sergi Ruiz,2000155987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franck Lacroix,2000192663.0,15.0,17.5,10.0,14.75,20.0,21.666666666666668,17.0,16.5,14.75,25.5,16.25,13.75,19.0,13.0,21.25,18.5,20.5,18.666666666666668,19.0,13.0
Gennady Korshunov,2000238109.0,13.0,15.333333333333334,14.0,18.75,19.5,19.166666666666668,19.75,14.5,18.75,21.0,17.5,17.0,17.1,16.166666666666668,19.0,15.666666666666666,24.75,22.166666666666668,20.5,16.0
Joan Planchart,2000509911.0,8.0,17.666666666666668,10.0,17.0,13.5,16.333333333333332,13.625,16.0,17.0,12.25,19.0,20.0,17.2,16.666666666666668,21.125,16.0,17.75,15.333333333333334,21.25,16.0
