Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
Christian Kouamé,43201838.0,17.0,24.5,15.0,17.0,13.0,13.0,20.0,21.0,18.5,6.0,21.0,10.5,7.5,16.5,24.5,15.5,18.5,21.5,18.5,15.5,22.5,7.5,11.0,15.5,18.0,18.0,12.0,19.5,6.0,21.0,19.5,9.5,11.0,20.0,2.5,20.0,3.0,2.5,2.5,3.0,2.5,3.0,5.0,4.5,2.5,3.0,2.5,30.0
Sergio Rico,67171745.0,6.5,15.5,6.0,15.5,19.5,12.0,3.0,18.0,5.0,15.0,19.5,6.0,7.5,1.0,8.0,14.0,9.5,20.0,17.0,3.5,15.0,4.5,7.5,9.5,16.5,16.5,9.0,13.5,2.5,10.5,22.5,2.0,11.0,14.0,2.0,5.0,13.0,13.0,15.0,9.0,13.0,11.0,18.0,22.5,21.0,12.0,14.0,35.0
Timo Zaal,2000022712.0,23.0,21.0,20.0,15.5,18.0,10.5,6.0,12.0,20.0,13.0,24.0,4.5,9.0,2.5,12.0,17.0,8.0,19.5,23.0,12.5,12.0,15.0,13.0,8.0,9.0,21.0,15.0,14.0,14.0,6.5,11.0,8.0,17.0,18.5,6.0,2.0,3.0,3.0,2.0,6.0,3.5,2.0,3.0,3.0,4.5,2.5,2.0,24.0
Luis Garai,2000681737.0,14.0,19.0,18.0,11.0,11.0,13.0,15.0,9.0,12.0,5.0,6.0,5.0,6.5,8.0,13.0,12.0,12.0,9.0,11.0,9.0,11.0,11.0,7.0,14.0,14.0,16.0,8.0,12.0,8.0,8.0,10.0,13.0,8.0,13.0,7.5,7.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.5,6.5,6.0,18.0
Dawid Kownacki,96059679.0,12.0,20.5,15.0,16.0,13.0,11.0,9.0,19.0,17.5,9.0,19.0,10.5,11.5,14.0,15.0,12.0,13.0,17.5,17.5,9.0,13.0,12.0,12.0,20.5,19.5,21.0,11.0,22.0,10.0,12.0,21.0,14.5,14.5,22.0,11.5,23.5,2.5,2.0,5.5,4.0,2.5,2.0,1.0,2.0,2.5,4.5,4.0,31.0
Ali Tweed,2000432931.0,18.5,16.5,18.5,22.5,18.0,16.5,6.0,15.0,18.0,12.0,17.0,9.0,8.0,7.5,7.5,17.0,9.0,15.0,19.5,7.5,5.0,16.0,13.0,21.5,28.0,21.0,16.5,14.0,12.0,12.5,17.0,8.0,24.5,21.5,10.5,6.0,2.5,3.0,6.0,2.0,3.0,2.0,2.5,2.5,6.0,3.5,4.5,22.0
Reiss Nelson,28107919.0,14.0,22.5,15.0,20.0,6.0,14.0,21.0,15.0,18.5,12.0,15.0,18.0,18.0,16.5,18.0,17.0,21.5,15.0,17.0,17.0,24.0,9.5,5.0,17.0,15.0,19.5,8.0,16.5,10.5,15.5,14.0,15.5,8.0,20.0,10.5,12.0,3.0,3.0,1.0,6.0,2.5,4.5,3.0,4.5,3.0,3.0,2.0,28.0
Aarón Martín,67196209.0,19.5,19.5,21.5,16.5,9.0,21.0,19.5,24.0,16.5,12.0,20.0,11.0,20.0,8.0,21.0,18.0,15.0,22.5,18.0,7.5,17.0,15.0,7.0,16.5,17.0,14.0,15.0,14.0,13.0,17.0,23.0,21.0,12.0,21.0,19.5,12.0,5.0,3.0,6.0,2.5,2.0,3.0,1.0,3.5,3.5,5.0,4.5,31.0
Manu Morlanes,67228802.0,22.5,20.0,18.0,22.5,12.0,13.0,12.5,9.5,24.0,23.0,16.5,14.0,12.0,15.5,18.5,14.0,21.0,20.0,21.0,24.0,14.0,14.0,12.0,22.5,17.0,20.0,11.0,23.0,19.5,13.0,12.0,10.5,18.0,21.0,5.0,11.0,1.0,4.5,3.0,2.0,3.0,2.0,3.0,2.5,5.0,1.0,2.5,29.0
Unai Gómez,2000065899.0,22.5,12.5,16.5,22.5,7.5,16.0,8.0,17.0,19.5,15.5,10.5,12.5,10.5,12.5,17.0,16.0,21.0,17.0,27.0,13.5,7.0,11.0,12.0,10.5,12.5,17.0,9.0,15.5,15.0,16.0,12.0,9.0,16.5,10.5,9.5,2.5,2.5,4.5,2.5,2.0,2.5,3.0,3.0,4.5,3.5,1.0,5.0,25.0
Junior Esparragoza,2000179937.0,16.5,21.0,16.5,15.0,13.0,11.0,12.0,11.0,22.5,15.0,23.0,6.5,9.5,5.0,13.5,15.0,7.5,22.5,19.5,10.5,12.5,13.0,9.0,15.0,21.5,18.5,18.5,14.0,14.0,13.5,15.0,6.0,7.5,16.5,3.5,10.5,3.0,4.5,2.0,3.5,2.5,6.0,2.5,5.0,2.5,2.5,2.0,23.0
Germán,2000194475.0,20.0,19.5,17.0,15.0,18.0,13.5,7.5,15.0,19.5,12.0,17.0,12.0,5.0,10.5,10.5,18.5,16.5,16.5,15.0,9.0,5.0,12.0,13.0,29.0,28.0,25.5,21.0,16.0,12.0,14.0,17.0,9.5,20.0,18.5,10.5,7.5,3.0,4.5,3.0,3.5,3.0,2.5,2.5,2.0,6.0,3.5,2.5,23.0
Emil Bohinen,53126104.0,14.0,23.0,13.0,15.5,14.0,14.0,17.0,23.0,17.0,12.0,12.0,19.5,9.0,12.0,18.5,24.0,20.0,18.5,18.5,18.5,18.0,12.0,3.0,15.0,13.5,19.5,10.0,21.5,9.0,21.0,18.0,19.5,12.0,19.5,6.5,18.5,3.0,2.0,3.5,2.5,4.5,5.0,3.0,2.0,2.5,6.0,3.5,29.0
Pedro Esperancinha,2000437963.0,15.5,23.0,19.5,15.5,11.0,10.5,11.0,12.0,24.5,14.0,18.0,3.0,9.0,6.0,8.0,12.5,12.5,21.5,23.0,8.0,10.5,11.0,10.0,11.0,22.5,22.5,18.0,13.0,12.0,13.5,22.5,6.5,17.0,17.0,9.0,9.5,4.5,3.0,2.5,4.5,3.0,3.0,2.5,2.5,1.0,7.5,2.0,22.0
Nino,2000511282.0,12.0,24.0,14.0,18.0,15.0,16.0,19.5,19.5,13.5,8.0,15.5,9.5,14.0,12.5,21.0,19.5,18.0,15.0,15.0,13.5,18.5,12.5,8.0,15.0,8.0,14.0,11.0,19.5,6.5,20.0,27.0,19.5,13.5,19.5,9.0,13.5,3.5,2.5,4.5,2.5,2.0,4.5,2.0,5.0,2.0,5.0,3.0,21.0
